user_id,user_name,bio,follower,following,lives_in,url,account,repos,packages,stars,repos_name,repos_link,stars_repos,stars_repos_links
AryadeepIT,Aryadeep Chakraborty,"Data Science Enthusiast, Front End Web Developer from India",8,6,Techno Main Saltlake,"http://AryadeepIT.github.io,https://linkedin.com/in/AryadeepIT","Github,Linkedin",37,0.0,35,"Zippo-food-delivery-app-React-Native,algo-trading-quantitative-analysis-ind-stock-mkt,AryadeepIT,github-readme-stats,AryadeepIT.github.io,DataScience_BootCamp,web-dev-udemy,compiler-frontend,world-gdp-analysis,Supermarket-Sale-Analysis,compiler-backend,Live-Code-Editor,Dice-Game-2.0,Product-Expiry-Date-Generator,Python_BootCamp,shop-inventory-mgmt-sys-with-JSON,shop-inventory-management-system,india-state-ut-name-guessing-game,dog-vs-cat-classification-CNN-project,movie-recommendation-system,Crazy-site-JQuery,Front-End-Projects,drum-kit,College-Code-Practice,Java-OOPs,Java-Recursion,Java-Basics,udemy-tindog-tinder-for-dogs,AR-travel-randomizer,udemy-stylish-portfolio-website","https://www.github.com/AryadeepIT/Zippo-food-delivery-app-React-Native,https://www.github.com/AryadeepIT/algo-trading-quantitative-analysis-ind-stock-mkt,https://www.github.com/AryadeepIT/AryadeepIT,https://www.github.com/AryadeepIT/github-readme-stats,https://www.github.com/AryadeepIT/AryadeepIT.github.io,https://www.github.com/AryadeepIT/DataScience_BootCamp,https://www.github.com/AryadeepIT/web-dev-udemy,https://www.github.com/AryadeepIT/compiler-frontend,https://www.github.com/AryadeepIT/world-gdp-analysis,https://www.github.com/AryadeepIT/Supermarket-Sale-Analysis,https://www.github.com/AryadeepIT/compiler-backend,https://www.github.com/AryadeepIT/Live-Code-Editor,https://www.github.com/AryadeepIT/Dice-Game-2.0,https://www.github.com/AryadeepIT/Product-Expiry-Date-Generator,https://www.github.com/AryadeepIT/Python_BootCamp,https://www.github.com/AryadeepIT/shop-inventory-mgmt-sys-with-JSON,https://www.github.com/AryadeepIT/shop-inventory-management-system,https://www.github.com/AryadeepIT/india-state-ut-name-guessing-game,https://www.github.com/AryadeepIT/dog-vs-cat-classification-CNN-project,https://www.github.com/AryadeepIT/movie-recommendation-system,https://www.github.com/AryadeepIT/Crazy-site-JQuery,https://www.github.com/AryadeepIT/Front-End-Projects,https://www.github.com/AryadeepIT/drum-kit,https://www.github.com/AryadeepIT/College-Code-Practice,https://www.github.com/AryadeepIT/Java-OOPs,https://www.github.com/AryadeepIT/Java-Recursion,https://www.github.com/AryadeepIT/Java-Basics,https://www.github.com/AryadeepIT/udemy-tindog-tinder-for-dogs,https://www.github.com/AryadeepIT/AR-travel-randomizer,https://www.github.com/AryadeepIT/udemy-stylish-portfolio-website","AryadeepIT / algo-trading-quantitative-analysis-ind-stock-mkt,AryadeepIT / world-gdp-analysis,AryadeepIT / movie-recommendation-system,AryadeepIT / dog-vs-cat-classification-CNN-project,AryadeepIT / Product-Expiry-Date-Generator,AryadeepIT / Supermarket-Sale-Analysis,AryadeepIT / web-dev-udemy,AryadeepIT / shop-inventory-mgmt-sys-with-JSON,AryadeepIT / shop-inventory-management-system,AryadeepIT / india-state-ut-name-guessing-game,AryadeepIT / AryadeepIT.github.io,AryadeepIT / DataScience_BootCamp,AryadeepIT / Front-End-Projects,AryadeepIT / Python_BootCamp,AryadeepIT / Java-OOPs,AryadeepIT / Dice-Game-2.0,AryadeepIT / Live-Code-Editor,AryadeepIT / drum-kit,AryadeepIT / Crazy-site-JQuery,AryadeepIT / udemy-tindog-tinder-for-dogs,AryadeepIT / Java-Recursion,AryadeepIT / compiler-backend,AryadeepIT / compiler-frontend,AryadeepIT / AR-travel-randomizer,AryadeepIT / udemy-stylish-portfolio-website,AryadeepIT / College-Code-Practice,AryadeepIT / Python-Code-Practice,AryadeepIT / custom-cursor,AryadeepIT / udemy-cv-website,AryadeepIT / Cplusplus-Code-Practice","https://www.github.com/AryadeepIT/algo-trading-quantitative-analysis-ind-stock-mkt,https://www.github.com/AryadeepIT/world-gdp-analysis,https://www.github.com/AryadeepIT/movie-recommendation-system,https://www.github.com/AryadeepIT/dog-vs-cat-classification-CNN-project,https://www.github.com/AryadeepIT/Product-Expiry-Date-Generator,https://www.github.com/AryadeepIT/Supermarket-Sale-Analysis,https://www.github.com/AryadeepIT/web-dev-udemy,https://www.github.com/AryadeepIT/shop-inventory-mgmt-sys-with-JSON,https://www.github.com/AryadeepIT/shop-inventory-management-system,https://www.github.com/AryadeepIT/india-state-ut-name-guessing-game,https://www.github.com/AryadeepIT/AryadeepIT.github.io,https://www.github.com/AryadeepIT/DataScience_BootCamp,https://www.github.com/AryadeepIT/Front-End-Projects,https://www.github.com/AryadeepIT/Python_BootCamp,https://www.github.com/AryadeepIT/Java-OOPs,https://www.github.com/AryadeepIT/Dice-Game-2.0,https://www.github.com/AryadeepIT/Live-Code-Editor,https://www.github.com/AryadeepIT/drum-kit,https://www.github.com/AryadeepIT/Crazy-site-JQuery,https://www.github.com/AryadeepIT/udemy-tindog-tinder-for-dogs,https://www.github.com/AryadeepIT/Java-Recursion,https://www.github.com/AryadeepIT/compiler-backend,https://www.github.com/AryadeepIT/compiler-frontend,https://www.github.com/AryadeepIT/AR-travel-randomizer,https://www.github.com/AryadeepIT/udemy-stylish-portfolio-website,https://www.github.com/AryadeepIT/College-Code-Practice,https://www.github.com/AryadeepIT/Python-Code-Practice,https://www.github.com/AryadeepIT/custom-cursor,https://www.github.com/AryadeepIT/udemy-cv-website,https://www.github.com/AryadeepIT/Cplusplus-Code-Practice"
abhisekdas1201,Abhisek Das,I am currently working as a Data Engineer at IBM Watson Health (DWH & BI).,5,41,Merative,https://www.linkedin.com/in/abhisek-das-1ab457226/,Linkedin,2,0.0,54,"iPhone_data_analysis_python_mini_project,UK-Customer-Segmentation-Dashboard-using-Tableau","https://www.github.com/abhisekdas1201/iPhone_data_analysis_python_mini_project,https://www.github.com/abhisekdas1201/UK-Customer-Segmentation-Dashboard-using-Tableau","datapublishings / Course-python-data-science,jimdevops19 / PythonOOP,jimdevops19 / FlaskSeries,jimdevops19 / PythonCrashCourse,bobby-didcoding / python-course-for-beginners,pik1989 / Computer-Vision,PacktPublishing / Hands-on-Python-for-Finance,krishnaik06 / Machine-Learning-Algorithms-Materials,krishnaik06 / 5-Days-Live-EDA-and-Feature-Engineering,krishnaik06 / Stock-Sentiment-Analysis,krishnaik06 / Tutorials-Python-In-Hindi,krishnaik06 / Data-Analyst-Skill-With-Videos-in-2021,krishnaik06 / Machine-Learning-in-90-days,krishnaik06 / mlproject,martinbel / data-analysis-python,codebasics / python_projects,codebasics / DataAnalysisProjects,codebasics / data-structures-algorithms-python,codebasics / python_projects_grocery_webapp,pik1989 / Insurance-Claim-Prediction,pik1989 / Introduction-to-Machine-Learning,pik1989 / Market-Segmentation-in-SBI-life-Insurance,pik1989 / EDAforHealthcare,pik1989 / WebScaping-1mg,pik1989 / Insurance-ClaimPrediction,pik1989 / Insurance-CrossSelling,pik1989 / PythonTutorial,pik1989 / SQL_for_DataScience,pik1989 / HRAnalytics-Project,pik1989 / Credit-Card-EDA,datapublishings / Course-python-data-science,jimdevops19 / PythonOOP,jimdevops19 / FlaskSeries,jimdevops19 / PythonCrashCourse,bobby-didcoding / python-course-for-beginners,pik1989 / Computer-Vision,PacktPublishing / Hands-on-Python-for-Finance,krishnaik06 / Machine-Learning-Algorithms-Materials,krishnaik06 / 5-Days-Live-EDA-and-Feature-Engineering,krishnaik06 / Stock-Sentiment-Analysis,krishnaik06 / Tutorials-Python-In-Hindi,krishnaik06 / Data-Analyst-Skill-With-Videos-in-2021,krishnaik06 / Machine-Learning-in-90-days,krishnaik06 / mlproject,martinbel / data-analysis-python,codebasics / python_projects,codebasics / DataAnalysisProjects,codebasics / data-structures-algorithms-python,codebasics / python_projects_grocery_webapp,pik1989 / Insurance-Claim-Prediction,pik1989 / Introduction-to-Machine-Learning,pik1989 / Market-Segmentation-in-SBI-life-Insurance,pik1989 / EDAforHealthcare,pik1989 / WebScaping-1mg,pik1989 / Insurance-ClaimPrediction,pik1989 / Insurance-CrossSelling,pik1989 / PythonTutorial,pik1989 / SQL_for_DataScience,pik1989 / HRAnalytics-Project,pik1989 / Credit-Card-EDA","https://www.github.com/datapublishings/Course-python-data-science,https://www.github.com/jimdevops19/PythonOOP,https://www.github.com/jimdevops19/FlaskSeries,https://www.github.com/jimdevops19/PythonCrashCourse,https://www.github.com/bobby-didcoding/python-course-for-beginners,https://www.github.com/pik1989/Computer-Vision,https://www.github.com/PacktPublishing/Hands-on-Python-for-Finance,https://www.github.com/krishnaik06/Machine-Learning-Algorithms-Materials,https://www.github.com/krishnaik06/5-Days-Live-EDA-and-Feature-Engineering,https://www.github.com/krishnaik06/Stock-Sentiment-Analysis,https://www.github.com/krishnaik06/Tutorials-Python-In-Hindi,https://www.github.com/krishnaik06/Data-Analyst-Skill-With-Videos-in-2021,https://www.github.com/krishnaik06/Machine-Learning-in-90-days,https://www.github.com/krishnaik06/mlproject,https://www.github.com/martinbel/data-analysis-python,https://www.github.com/codebasics/python_projects,https://www.github.com/codebasics/DataAnalysisProjects,https://www.github.com/codebasics/data-structures-algorithms-python,https://www.github.com/codebasics/python_projects_grocery_webapp,https://www.github.com/pik1989/Insurance-Claim-Prediction,https://www.github.com/pik1989/Introduction-to-Machine-Learning,https://www.github.com/pik1989/Market-Segmentation-in-SBI-life-Insurance,https://www.github.com/pik1989/EDAforHealthcare,https://www.github.com/pik1989/WebScaping-1mg,https://www.github.com/pik1989/Insurance-ClaimPrediction,https://www.github.com/pik1989/Insurance-CrossSelling,https://www.github.com/pik1989/PythonTutorial,https://www.github.com/pik1989/SQL_for_DataScience,https://www.github.com/pik1989/HRAnalytics-Project,https://www.github.com/pik1989/Credit-Card-EDA,https://www.github.com/datapublishings/Course-python-data-science,https://www.github.com/jimdevops19/PythonOOP,https://www.github.com/jimdevops19/FlaskSeries,https://www.github.com/jimdevops19/PythonCrashCourse,https://www.github.com/bobby-didcoding/python-course-for-beginners,https://www.github.com/pik1989/Computer-Vision,https://www.github.com/PacktPublishing/Hands-on-Python-for-Finance,https://www.github.com/krishnaik06/Machine-Learning-Algorithms-Materials,https://www.github.com/krishnaik06/5-Days-Live-EDA-and-Feature-Engineering,https://www.github.com/krishnaik06/Stock-Sentiment-Analysis,https://www.github.com/krishnaik06/Tutorials-Python-In-Hindi,https://www.github.com/krishnaik06/Data-Analyst-Skill-With-Videos-in-2021,https://www.github.com/krishnaik06/Machine-Learning-in-90-days,https://www.github.com/krishnaik06/mlproject,https://www.github.com/martinbel/data-analysis-python,https://www.github.com/codebasics/python_projects,https://www.github.com/codebasics/DataAnalysisProjects,https://www.github.com/codebasics/data-structures-algorithms-python,https://www.github.com/codebasics/python_projects_grocery_webapp,https://www.github.com/pik1989/Insurance-Claim-Prediction,https://www.github.com/pik1989/Introduction-to-Machine-Learning,https://www.github.com/pik1989/Market-Segmentation-in-SBI-life-Insurance,https://www.github.com/pik1989/EDAforHealthcare,https://www.github.com/pik1989/WebScaping-1mg,https://www.github.com/pik1989/Insurance-ClaimPrediction,https://www.github.com/pik1989/Insurance-CrossSelling,https://www.github.com/pik1989/PythonTutorial,https://www.github.com/pik1989/SQL_for_DataScience,https://www.github.com/pik1989/HRAnalytics-Project,https://www.github.com/pik1989/Credit-Card-EDA"
Abhishek4u247,Abhishek Anand,No bio,0,6,no data,no url,no social account has been linked,4,0.0,0,"computer-science,IMDB-Sentiment-Analysis,GUVI,PadhAI-DataScienceFoundation","https://www.github.com/Abhishek4u247/computer-science,https://www.github.com/Abhishek4u247/IMDB-Sentiment-Analysis,https://www.github.com/Abhishek4u247/GUVI,https://www.github.com/Abhishek4u247/PadhAI-DataScienceFoundation",No Repository link,No Repository link
Priyanka-Kanumuri,Priyanka,No bio,2,7,Hyderabad,https://www.linkedin.com/in/priyankakanumuri,Linkedin,6,0.0,3,"Data-Analysis-Projects,Python,SQL-Structured-Query-Language-,GFG-Tableau-Course-Datasets,Python-Projects,Priyanka-Kanumuri","https://www.github.com/Priyanka-Kanumuri/Data-Analysis-Projects,https://www.github.com/Priyanka-Kanumuri/Python,https://www.github.com/Priyanka-Kanumuri/SQL-Structured-Query-Language-,https://www.github.com/Priyanka-Kanumuri/GFG-Tableau-Course-Datasets,https://www.github.com/Priyanka-Kanumuri/Python-Projects,https://www.github.com/Priyanka-Kanumuri/Priyanka-Kanumuri","karanpratapsingh / system-design,marinskiy / HackerrankPractice,parasjain-12 / HackerEarth-Solution","https://www.github.com/karanpratapsingh/system-design,https://www.github.com/marinskiy/HackerrankPractice,https://www.github.com/parasjain-12/HackerEarth-Solution"
prathm1008,prathmesh patil,"I am an artificial intelligence and machine learning enthusiast. I also
love to update my technical skills regularly ,I am proficient in
programming in Python",0,4,kolhapur,"https://www.linkedin.com/in/prathmesh-patil-58232020b,https://www.instagram.com/invites/contact/?i=17u66n7albw2n&utm_content=ea8hpyc,https://twitter.com/Prathm10081008?t=cWJgdO-JJ9CB6pNaegDFXg&s=09,https://www.facebook.com/profile.php?id=100036423827074&mibextid=ZbWKwL","Linkedin,Instagram,Personal website,Facebook",12,0.0,1,"Number-plate-detection-,dynamic-web-hosting,Attenndance-systeam-cloud,exam,online-exam,Online-examination,ONLINE-EXAMINATION.-JAVA,ONLINE-EXAMINATION.JAVA,ATM.JAVA,guess-numb,TFODCourse,prathm1008","https://www.github.com/prathm1008/Number-plate-detection-,https://www.github.com/prathm1008/dynamic-web-hosting,https://www.github.com/prathm1008/Attenndance-systeam-cloud,https://www.github.com/prathm1008/exam,https://www.github.com/prathm1008/online-exam,https://www.github.com/prathm1008/Online-examination,https://www.github.com/prathm1008/ONLINE-EXAMINATION.-JAVA,https://www.github.com/prathm1008/ONLINE-EXAMINATION.JAVA,https://www.github.com/prathm1008/ATM.JAVA,https://www.github.com/prathm1008/guess-numb,https://www.github.com/prathm1008/TFODCourse,https://www.github.com/prathm1008/prathm1008",vinta / awesome-python,https://www.github.com/vinta/awesome-python
AdityaPratap-129,Aditya Pratap Singh,No bio,8,11,no data,no url,no social account has been linked,4,0.0,1,"Aditya,AdityaPratap-129,DNA_NucleotideCount_WebApp,Jitesh117","https://www.github.com/AdityaPratap-129/Aditya,https://www.github.com/AdityaPratap-129/AdityaPratap-129,https://www.github.com/AdityaPratap-129/DNA_NucleotideCount_WebApp,https://www.github.com/AdityaPratap-129/Jitesh117",bradtraversy / design-resources-for-developers,https://www.github.com/bradtraversy/design-resources-for-developers
imakshita9,No username,No bio,0,9,no data,no url,no social account has been linked,8,0.0,2,"lkmpg,Data-Analytics-Project,Maduino-Zero-4G-LTE,RPi-Minimal-Modbus-Sensor,Embedded-C,Data-Analysis-with-Python-GFG,appendix,EmbSysDesign_NPTEL_Course","https://www.github.com/imakshita9/lkmpg,https://www.github.com/imakshita9/Data-Analytics-Project,https://www.github.com/imakshita9/Maduino-Zero-4G-LTE,https://www.github.com/imakshita9/RPi-Minimal-Modbus-Sensor,https://www.github.com/imakshita9/Embedded-C,https://www.github.com/imakshita9/Data-Analysis-with-Python-GFG,https://www.github.com/imakshita9/appendix,https://www.github.com/imakshita9/EmbSysDesign_NPTEL_Course","roboflow / notebooks,intel-iot-devkit / reference-implementation","https://www.github.com/roboflow/notebooks,https://www.github.com/intel-iot-devkit/reference-implementation"
Aniket760,No username,No bio,0,4,no data,no url,no social account has been linked,10,0.0,0,"Machine-Learning-with-Python-GFG,tindog_1,tindog1,bacan,tindog,CV123,CV12,CV1,CV,aniket","https://www.github.com/Aniket760/Machine-Learning-with-Python-GFG,https://www.github.com/Aniket760/tindog_1,https://www.github.com/Aniket760/tindog1,https://www.github.com/Aniket760/bacan,https://www.github.com/Aniket760/tindog,https://www.github.com/Aniket760/CV123,https://www.github.com/Aniket760/CV12,https://www.github.com/Aniket760/CV1,https://www.github.com/Aniket760/CV,https://www.github.com/Aniket760/aniket",No Repository link,No Repository link
AnanthuVijay,No username,No bio,0,2,no data,no url,no social account has been linked,6,0.0,1,"chat-gpt-google-extension,tweetGPT,whatsapp-gpt,AnanthuVijay,Data-Analysis-with-Python-GFG,hello-world","https://www.github.com/AnanthuVijay/chat-gpt-google-extension,https://www.github.com/AnanthuVijay/tweetGPT,https://www.github.com/AnanthuVijay/whatsapp-gpt,https://www.github.com/AnanthuVijay/AnanthuVijay,https://www.github.com/AnanthuVijay/Data-Analysis-with-Python-GFG,https://www.github.com/AnanthuVijay/hello-world",AshishJangra27 / Data-Analysis-with-Python-GFG,https://www.github.com/AshishJangra27/Data-Analysis-with-Python-GFG
invincible267,No username,No bio,0,5,no data,no url,no social account has been linked,2,0.0,14,"invincible267,cherry-blossom","https://www.github.com/invincible267/invincible267,https://www.github.com/invincible267/cherry-blossom","felipernb / algorithms.js,mandliya / algorithms_and_data_structures,teivah / algodeck,amejiarosario / dsa.js-data-structures-algorithms-javascript,seanprashad / leetcode-patterns,AkashSingh3031 / The-Complete-FAANG-Preparation,kunal-kushwaha / DSA-Bootcamp-Java,tayllan / awesome-algorithms,enochtangg / quick-SQL-cheatsheet,scaleracademy / taskmanager_spring_java,scaleracademy / taskmanager_nodejs_ts,scaleracademy / Language-Module-Jan-2023,AkhilSharma90 / nodejs-starter","https://www.github.com/felipernb/algorithms.js,https://www.github.com/mandliya/algorithms_and_data_structures,https://www.github.com/teivah/algodeck,https://www.github.com/amejiarosario/dsa.js-data-structures-algorithms-javascript,https://www.github.com/seanprashad/leetcode-patterns,https://www.github.com/AkashSingh3031/The-Complete-FAANG-Preparation,https://www.github.com/kunal-kushwaha/DSA-Bootcamp-Java,https://www.github.com/tayllan/awesome-algorithms,https://www.github.com/enochtangg/quick-SQL-cheatsheet,https://www.github.com/scaleracademy/taskmanager_spring_java,https://www.github.com/scaleracademy/taskmanager_nodejs_ts,https://www.github.com/scaleracademy/Language-Module-Jan-2023,https://www.github.com/AkhilSharma90/nodejs-starter"
elahi9294,NOOR ELAHI,Self reliance is the key to success.,0,2,New Delhi,no url,no social account has been linked,2,0.0,1,"KNN-Algorithm,elahi9294","https://www.github.com/elahi9294/KNN-Algorithm,https://www.github.com/elahi9294/elahi9294",AshishJangra27 / Data-Analysis-with-Python-GFG,https://www.github.com/AshishJangra27/Data-Analysis-with-Python-GFG
Abd8603,No username,No bio,0,1,no data,no url,no social account has been linked,3,0.0,0,"Drowsniess_Detection_OpenCV,GeekWeek-Local,Abd8603","https://www.github.com/Abd8603/Drowsniess_Detection_OpenCV,https://www.github.com/Abd8603/GeekWeek-Local,https://www.github.com/Abd8603/Abd8603",No Repository link,No Repository link
Yogeshkumar170201,Yogesh Kumar,No bio,19,127,no data,https://twitter.com/YogeshK170201,Personal website,24,0.0,0,"Yogeshkumar170201,Image-Classifier,DSA,note-zipper,cool-domains,solana-pay-starter,gif-portal,WavePortal-Dapp,nft-drop-starter-project,boilerplate,domain-starter,crypto-tracker,Stock-Prediction-Nifty,My-Portfolio,Attendance-System-Using-Face-Recognition,Spam-Mail-Detection,Machine-Learning,Yogesh-Kumar,CSS-Variables-and-JS,Sudoku-Solver,Login-Register,Engineering-Tools,JS-Clock,Drum-Kit","https://www.github.com/Yogeshkumar170201/Yogeshkumar170201,https://www.github.com/Yogeshkumar170201/Image-Classifier,https://www.github.com/Yogeshkumar170201/DSA,https://www.github.com/Yogeshkumar170201/note-zipper,https://www.github.com/Yogeshkumar170201/cool-domains,https://www.github.com/Yogeshkumar170201/solana-pay-starter,https://www.github.com/Yogeshkumar170201/gif-portal,https://www.github.com/Yogeshkumar170201/WavePortal-Dapp,https://www.github.com/Yogeshkumar170201/nft-drop-starter-project,https://www.github.com/Yogeshkumar170201/boilerplate,https://www.github.com/Yogeshkumar170201/domain-starter,https://www.github.com/Yogeshkumar170201/crypto-tracker,https://www.github.com/Yogeshkumar170201/Stock-Prediction-Nifty,https://www.github.com/Yogeshkumar170201/My-Portfolio,https://www.github.com/Yogeshkumar170201/Attendance-System-Using-Face-Recognition,https://www.github.com/Yogeshkumar170201/Spam-Mail-Detection,https://www.github.com/Yogeshkumar170201/Machine-Learning,https://www.github.com/Yogeshkumar170201/Yogesh-Kumar,https://www.github.com/Yogeshkumar170201/CSS-Variables-and-JS,https://www.github.com/Yogeshkumar170201/Sudoku-Solver,https://www.github.com/Yogeshkumar170201/Login-Register,https://www.github.com/Yogeshkumar170201/Engineering-Tools,https://www.github.com/Yogeshkumar170201/JS-Clock,https://www.github.com/Yogeshkumar170201/Drum-Kit",No Repository link,No Repository link
200390107061,darshan patil,No bio,0,5,no data,no url,no social account has been linked,0,0.0,0,No Repository,No Repository link,No Repository link,No Repository link
12Gour,No username,No bio,0,8,no data,no url,no social account has been linked,0,0.0,3,No Repository,No Repository link,"campusx-official / nlp-web-app,Pakillo / getting-job-data-science,campusx-official / nlpapp","https://www.github.com/campusx-official/nlp-web-app,https://www.github.com/Pakillo/getting-job-data-science,https://www.github.com/campusx-official/nlpapp"
parteon,Shaik Abdul Saboor,"Leanring Python....
",0,1,"00:04
  (UTC -12:00)",no url,no social account has been linked,0,0.0,0,No Repository,No Repository link,No Repository link,No Repository link
rohit-kumar170,Rohit kumar,No bio,0,2,no data,no url,no social account has been linked,23,0.0,0,"Data-Science-Live-GFG,test,WCSM11sel,CEH-v11-Study-Guide,waybackurls,attack-scripts,fullstackpython.com,Data-cleaning,awesome-api-security,Django-For-APIs,ML_Bootcamp_15Days,lets-food,attack-navigator,bugbounty,arpconctf2020,reverse-engineering,Stock-Price-Predictor,Fake-News-Detection,codehack,hacking-coding,college-network,The-Complete-Practical-Certified-Ethical-Hacking-Course-in-Hindi,windows-installer","https://www.github.com/rohit-kumar170/Data-Science-Live-GFG,https://www.github.com/rohit-kumar170/test,https://www.github.com/rohit-kumar170/WCSM11sel,https://www.github.com/rohit-kumar170/CEH-v11-Study-Guide,https://www.github.com/rohit-kumar170/waybackurls,https://www.github.com/rohit-kumar170/attack-scripts,https://www.github.com/rohit-kumar170/fullstackpython.com,https://www.github.com/rohit-kumar170/Data-cleaning,https://www.github.com/rohit-kumar170/awesome-api-security,https://www.github.com/rohit-kumar170/Django-For-APIs,https://www.github.com/rohit-kumar170/ML_Bootcamp_15Days,https://www.github.com/rohit-kumar170/lets-food,https://www.github.com/rohit-kumar170/attack-navigator,https://www.github.com/rohit-kumar170/bugbounty,https://www.github.com/rohit-kumar170/arpconctf2020,https://www.github.com/rohit-kumar170/reverse-engineering,https://www.github.com/rohit-kumar170/Stock-Price-Predictor,https://www.github.com/rohit-kumar170/Fake-News-Detection,https://www.github.com/rohit-kumar170/codehack,https://www.github.com/rohit-kumar170/hacking-coding,https://www.github.com/rohit-kumar170/college-network,https://www.github.com/rohit-kumar170/The-Complete-Practical-Certified-Ethical-Hacking-Course-in-Hindi,https://www.github.com/rohit-kumar170/windows-installer",No Repository link,No Repository link
Abhikhush28,Abhishek Kumar,I am a good programmer.,0,1,whonix_hack,no url,no social account has been linked,3,0.0,3,"C_Plus-Project,c,Hands-On-Network-Programming-with-C","https://www.github.com/Abhikhush28/C_Plus-Project,https://www.github.com/Abhikhush28/c,https://www.github.com/Abhikhush28/Hands-On-Network-Programming-with-C","anil-sidhu / node-js,AkashSingh3031 / The-Complete-FAANG-Preparation,Abhikhush28 / C_Plus-Project","https://www.github.com/anil-sidhu/node-js,https://www.github.com/AkashSingh3031/The-Complete-FAANG-Preparation,https://www.github.com/Abhikhush28/C_Plus-Project"
Sukomal07,Sukomal Dutta,No bio,1,10,no data,"https://sukomal-dutta.vercel.app/,https://twitter.com/CryptoOrbiT6,https://www.linkedin.com/in/duttasukomal/","Personal website,Personal website,Linkedin",30,0.0,8,"DSA,HOF,Counter-App,My-protfolio,Colour-Generator,cart-management-system,coindekho,video-hub,techstar,MedifineProject,Real--Estate--Project,Project-6,Project-5,Mi-Store-Clone,Project-4,Project-3,Project-2,Project-1,static-template,template1,Nodemailer,node-project-2,node_project,Email_sender,Weather-app,Movie-App,Tic-Tac-Toe,Online-book-store,sign-up-form,JAVA-CODES","https://www.github.com/Sukomal07/DSA,https://www.github.com/Sukomal07/HOF,https://www.github.com/Sukomal07/Counter-App,https://www.github.com/Sukomal07/My-protfolio,https://www.github.com/Sukomal07/Colour-Generator,https://www.github.com/Sukomal07/cart-management-system,https://www.github.com/Sukomal07/coindekho,https://www.github.com/Sukomal07/video-hub,https://www.github.com/Sukomal07/techstar,https://www.github.com/Sukomal07/MedifineProject,https://www.github.com/Sukomal07/Real--Estate--Project,https://www.github.com/Sukomal07/Project-6,https://www.github.com/Sukomal07/Project-5,https://www.github.com/Sukomal07/Mi-Store-Clone,https://www.github.com/Sukomal07/Project-4,https://www.github.com/Sukomal07/Project-3,https://www.github.com/Sukomal07/Project-2,https://www.github.com/Sukomal07/Project-1,https://www.github.com/Sukomal07/static-template,https://www.github.com/Sukomal07/template1,https://www.github.com/Sukomal07/Nodemailer,https://www.github.com/Sukomal07/node-project-2,https://www.github.com/Sukomal07/node_project,https://www.github.com/Sukomal07/Email_sender,https://www.github.com/Sukomal07/Weather-app,https://www.github.com/Sukomal07/Movie-App,https://www.github.com/Sukomal07/Tic-Tac-Toe,https://www.github.com/Sukomal07/Online-book-store,https://www.github.com/Sukomal07/sign-up-form,https://www.github.com/Sukomal07/JAVA-CODES","seanprashad / leetcode-patterns,AkshayAnil1080 / DSA,7oSkaaa / CP-Templates,PrinceSinghhub / Algorithms-Specialization-by-Standford,sadanandpai / resume-builder,AshishJangra27 / Data-Science-Specialization,krishnadey30 / LeetCode-Questions-CompanyWise,Developer-Y / cs-video-courses,seanprashad / leetcode-patterns,AkshayAnil1080 / DSA,7oSkaaa / CP-Templates,PrinceSinghhub / Algorithms-Specialization-by-Standford,sadanandpai / resume-builder,AshishJangra27 / Data-Science-Specialization,krishnadey30 / LeetCode-Questions-CompanyWise,Developer-Y / cs-video-courses","https://www.github.com/seanprashad/leetcode-patterns,https://www.github.com/AkshayAnil1080/DSA,https://www.github.com/7oSkaaa/CP-Templates,https://www.github.com/PrinceSinghhub/Algorithms-Specialization-by-Standford,https://www.github.com/sadanandpai/resume-builder,https://www.github.com/AshishJangra27/Data-Science-Specialization,https://www.github.com/krishnadey30/LeetCode-Questions-CompanyWise,https://www.github.com/Developer-Y/cs-video-courses,https://www.github.com/seanprashad/leetcode-patterns,https://www.github.com/AkshayAnil1080/DSA,https://www.github.com/7oSkaaa/CP-Templates,https://www.github.com/PrinceSinghhub/Algorithms-Specialization-by-Standford,https://www.github.com/sadanandpai/resume-builder,https://www.github.com/AshishJangra27/Data-Science-Specialization,https://www.github.com/krishnadey30/LeetCode-Questions-CompanyWise,https://www.github.com/Developer-Y/cs-video-courses"
