prof,awards,famous,height,dob,birthplace
"Actress,Producer",no awards no nominations,"True Blood,Queen Sugar,13 Sins,Arrow",(1.66 m,"December 21, 1978","Las Vegas, Nevada, USA"
"Actress,Producer,Director",no awards no nominations,"GoodFellas,The Sopranos,The Basketball Diaries,Medicine Man",1.70 m,"October 2, 1954","Bay Ridge, Brooklyn, New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Smallville,Cheaper by the Dozen,Draft Day,The Fog",1.91 m,"April 26, 1977","Putnam Valley, New York, USA"
"Actress,Writer,Producer",no awards no nominations,"Tulsa King,The Consultant,This Is Us,Superstition",1.70 m,"April 26, 1977","Putnam Valley, New York, USA"
"Actor,Producer,Music Department",no awards no nominations,"Tasogare Seibei,The Wolverine,Sunshine,47 Ronin",(1.69 m,"October 12, 1960","Tokyo, Japan"
"Actor,Producer,Writer",no awards no nominations,"On Deadly Ground,Nico,Under Siege,Exit Wounds",1.93 m,"April 10, 1952","Lansing, Michigan, USA"
"Actor,Producer,Director",no awards no nominations,"Miss Congeniality,Traffic,Coco,Demolition Man",1.88 m,"December 16, 1963","San Francisco, California, USA"
"Actress,Writer,Producer",no awards no nominations,"All Creatures Great and Small,White Gold,Switched at Birth,The Silent Child",1.57 m,December 21,"Stoke-on-Trent, Staffordshire, England, UK"
"Actress,Producer,Writer",no awards no nominations,"Borat Subsequent Moviefilm,Bodies Bodies Bodies,Guardians of the Galaxy Vol. 3,The Bubble",1.65 m,"June 4, 1996","Burgas, Bulgaria"
"Actor,Director,Producer",no awards no nominations,"Mystic River,21 Grams,Milk,Dead Man Walking",1.73 m,"August 17, 1960","Santa Monica, California, USA"
"Actress,Writer,Director",no awards no nominations,"Canvas 5,Misfits,Under the Dome,Hooten & the Lady",1.73 m,"June 22, 1988","London, England, UK"
"Actor,Producer,Additional Crew",no awards no nominations,"24,Mirrors,Phone Booth,Melancholia",1.75 m,"December 21, 1966","Paddington, London, England, UK"
Actress,no awards no nominations,"The Mandalorian,Supernatural,SEAL Team",1.70 m,"December 18, 1979","Washington, District of Columbia, USA"
"Actress,Writer",no awards no nominations,"Enterprise,Starship Troopers 3: Marauder,Sex Tape,Stargate SG-1",1.70 m,"March 5, 1975","San Diego, California, USA"
"Writer,Producer,Actor",no awards no nominations,"It's Always Sunny in Philadelphia,Mythic Quest: Raven's Banquet,Latter Days,Wonder Boys",(1.77 m,"April 14, 1977","Philadelphia, Pennsylvania, USA"
"Actor,Producer",no awards no nominations,"Dragonball Evolution,Planetary War,The Invisible,Weeds",(1.80 m,"October 31, 1982","Nanaimo, British Columbia, Canada"
"Actor,Producer,Script and Continuity Department",no awards no nominations,"Rogue One,Animal Kingdom,The Dark Knight Rises,Ready Player One",(1.80 m,"April 3, 1969","Melbourne, Victoria, Australia"
"Actor,Director,Additional Crew",no awards no nominations,"Chernobyl,The Terror,The Crown,Mad Men", (1.80 m,August 24,"London, England, UK"
"Director,Writer,Producer",no awards no nominations,"Punch-Drunk Love,There Will Be Blood,Boogie Nights,Licorice Pizza", (1.79 m,"June 26, 1970","Studio City, California, USA"
"Actress,Soundtrack",no awards no nominations,"10 Things I Hate About You,The Secret World of Alex Mack,3rd Rock from the Sun,Animal Among Us",1.70 m,"June 7, 1981","Santa Clara County, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Six Feet Under,Psycho Beach Party,Can't Hardly Wait,Where the Wild Things Are",1.68 m,"February 20, 1978","New Haven, Connecticut, USA"
"Actress,Producer,Writer",no awards no nominations,"Kill Bill: Vol. 1,Kill Bill: Vol. 2,Pulp Fiction,Batman & Robin",(1.81 m,"April 29, 1970","Boston, Massachusetts, USA"
Actor,no awards no nominations,"Point Break,G.I. Joe: Retaliation,The Best of Me,The November Man",3 m,"April 26, 1989","Sydney, Australia"
"Actor,Producer,Director",no awards no nominations,"Harry Potter and the Chamber of Secrets,The Patriot,The Death of Stalin,Mass",(1.80 m,"June 6, 1963","Liverpool, Merseyside, England, UK"
"Actor,Director,Writer",no awards no nominations,"Courage Under Fire,La Bamba,Stand and Deliver,The Big Hit",(1.81 m,"February 17, 1962","Subic Bay Naval Base, Olongapo City, Zambales, Philippines"
"Actress,Writer,Producer",no awards no nominations,"Albert Nobbs,Me Before You,Tumbleweeds,Allegiant",1.86 m,"August 5, 1961","Newcastle, Tyne and Wear, England, UK"
"Actress,Soundtrack,Producer",no awards no nominations,"Wayne's World,Lilo & Stitch,True Lies,Relic Hunter",1.73 m,"January 2, 1967","Honolulu, Hawaii, USA"
"Producer,Actor,Writer",no awards no nominations,"It's Always Sunny in Philadelphia,The Lego Movie,Fist Fight,Horrible Bosses",(1.69 m,"February 9, 1976","New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Star Wars,Star Wars: Episode V - The Empire Strikes Back,Star Wars: The Last Jedi,Star Wars: Episode VI - Return of the Jedi",1.70 m,"September 25, 1951","Oakland, California, USA"
"Music Artist,Producer,Actress",no awards no nominations,"The Stepford Wives,Pearl Harbor,Practical Magic,Maverick",(1.77 m,"September 21, 1967","Jackson, Mississippi, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"In the Heights,Scream,Scream!!,Vida",1.70 m,"July 4, 1990","Monterrey, Nuevo León, Mexico"
"Actor,Producer,Writer",no awards no nominations,"The Usual Suspects,L.A. Confidential,American Beauty,Se7en",(1.77 m,"July 26, 1959","South Orange, New Jersey, USA"
"Actress,Music Department,Soundtrack",no awards no nominations,"Pixels,Hotel Transylvania,The Wrong Missy,Little Nicky",1.75 m,"September 24, 1974","Coral Springs, Florida, USA"
"Actor,Producer,Director",no awards no nominations,"The Anniversary Party,X2,GoldenEye,Son of the Mask",(1.76 m,"January 27, 1965","Aberfeldy, Perthshire, Scotland, UK"
Actor,no awards no nominations,"One Flew Over the Cuckoo's Nest,The Lord of the Rings: The Two Towers,Mississippi Burning,The Exorcist III",1.75 m,"March 18, 1950","Huntington, West Virginia, USA"
"Actor,Producer,Director",no awards no nominations,"Scooby-Doo,SLC Punk!,The Descendants,Scooby-Doo 2: Monsters Unleashed",(1.92 m,"January 24, 1970","Lansing, Michigan, USA"
"Actor,Producer,Stunts",no awards no nominations,"Game of Thrones,The Station Agent,X-Men: Days of Future Past,Three Billboards Outside Ebbing, Missouri",1.32 m,"June 11, 1969","Morristown, New Jersey, USA"
"Actress,Producer,Writer",no awards no nominations,"We Need to Talk About Kevin,Snowpiercer,Michael Clayton,Only Lovers Left Alive", (1.79 m,"November 5, 1960","London, England, UK"
"Additional Crew,Actress,Second Unit Director or Assistant Director",no awards no nominations,"Forrest Gump,The Virgin Suicides,Halloween,Happiness Runs",1.68 m,"July 9, 1984","Denver, Colorado, USA"
"Actress,Producer",no awards no nominations,"The Hand That Rocks the Cradle,Jungle Fever",1.57 m,"March 29, 1960","Brooklyn, New York, USA"
"Actor,Additional Crew,Script and Continuity Department",no awards no nominations,"CODA,The Number 23,Flash Before the Bang,Sue Thomas: F.B.Eye",1.85 m,"July 24, 1968","Mesa, Arizona, USA"
"Actress,Producer,Writer",no awards no nominations,"Bridesmaids,The Skeleton Twins,The Secret Life of Walter Mitty,Zoolander 2",1.65 m,"August 22, 1973","Canandaigua, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Alien 2,The Terminator,Planet Terror,The Abyss", (1.82 m,"July 31, 1956","Anniston, Alabama, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Broadcast News,The Piano,Thirteen,Incredibles 2",1.57 m,"March 20, 1958","Conyers, Georgia, USA"
"Actress,Producer",no awards no nominations,"In the Dark,Shameless,Wizards of Waverly Place,The Norton Avenue All-Stars",(1.78 m,"March 29, 1994","Los Angeles County, California, USA"
"Actress,Soundtrack",no awards no nominations,"Wild at Heart,Of Mice and Men,Twin Peaks,Boxing Helena",1.63 m,"February 1, 1965","Detroit, Michigan, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Twilight,Abduction,The Twilight Saga: Eclipse,The Twilight Saga: New Moon",1.75 m,"February 11, 1992","Grand Rapids, Michigan, USA"
Actor,no awards no nominations,"Don't Tell Mom the Babysitter's Dead,Point Break,The Young Riders,Doogie Howser, M.D.",1.85 m,"February 12, 1976","Dallas, Texas, USA"
"Actor,Producer,Writer",no awards no nominations,"The Gift,The Great Gatsby,Boy Erased,Loving", (1.79 m,"June 23, 1974","Blacktown, New South Wales, Australia"
"Actress,Producer",no awards no nominations,"Better Off Dead...,Bill & Ted's Excellent Adventure,Amityville II: The Possession,The Last American Virgin",1.57 m,"February 11, 1962","Plainview, New York, USA"
"Actress,Writer,Director",no awards no nominations,"Orange Is the New Black,Break Free,xXx: Return of Xander Cage,John Wick: Chapter 2",(1.69 m,"March 20, 1986","Melbourne, Victoria, Australia"
Actress,no awards no nominations,"Harry Potter and the Deathly Hallows: Part 2,The Queen,The Count of Monte Cristo,Harry Potter and the Deathly Hallows: Part 1",1.63 m,"August 17, 1968","Paddington, London, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"Iron Man,Iron Man 2,Law Abiding Citizen,Miss Nobody",,,
"Actress,Director,Writer",no awards no nominations,"Kamikaze Pizza,A Knight's Tale,Wayward Pines,The Rules of Attraction",1.73 m,"October 3, 1978","Honolulu, Hawaii, USA"
"Actress,Producer,Writer",no awards no nominations,"Will & Grace,The Disaster Artist,Why Him?,The Kings of Summer",(1.69 m,"November 12, 1958","Los Angeles, California, USA"
"Actress,Producer,Director",no awards no nominations,"Aladdin,Power Rangers,Charlie's Angels,The 33",(1.67 m,"May 6, 1993","London, England, UK"
"Actress,Additional Crew,Director",no awards no nominations,"White Men Can't Jump,Fearless,Untamed Heart,Night on Earth",(1.56 m,"September 6, 1964","Brooklyn, New York City, New York, USA"
Actor,no awards no nominations,"Sherlock Holmes: A Game of Shadows,Legend,The Firm,Belfast",(1.77 m,"September 6, 1964","Brooklyn, New York City, New York, USA"
Actress,no awards no nominations,"The Haunting of Hill House,Jett,Love,Ready Player One",1.40 m,"April 22, 2011","San Jose, California, USA"
"Actor,Producer,Writer",no awards no nominations,"Everything Everywhere All at Once,Big Trouble in Little China,Kung Fu Panda,Kung Fu Panda 2",(1.78 m,"February 22, 1929","Minneapolis, Minnesota, USA"
Actress,no awards no nominations,"Game of Thrones,Andor,Pride,Black Mirror",1.57 m,"December 30, 1986","Middlesbrough, North Yorkshire, England, UK"
"Actress,Soundtrack",no awards no nominations,"White Christmas,On the Town,Call Me Madam,Love Happy",1.63 m,"February 16, 1921","Norwood, Ohio, USA"
"Actress,Additional Crew",no awards no nominations,"Wiedzmin 3: Dziki Gon,Belfast,Robin Hood,Vores mand i Amerika",1.65 m,"February 28, 1980","Ennis, County Clare, Ireland"
"Actor,Producer",no awards no nominations,"Clavius,Sunshine,The Dark Horse,Training Day",(1.84 m,"July 27, 1968","Rotorua, New Zealand"
"Actor,Producer",no awards no nominations,"Smile,Scream,Dinner in America,Interrogation",1.73 m,October 22,"West Chester, Pennsylvania, USA"
"Actress,Soundtrack",no awards no nominations,"Downton Abbey,Downtown Abbey,The Gentlemen,Non-Stop",1.73 m,"December 15, 1981","Barking, Essex, England, UK"
"Actress,Producer,Executive",no awards no nominations,"Rogue One,The Theory of Everything,Like Crazy,Inferno",1.60 m,"October 17, 1983","Birmingham, West Midlands, England, UK"
"Actress,Producer,Director",no awards no nominations,"Journey to the Center of the Earth,The Trotsky,Possessor,Death Wish",(1.78 m,"November 8, 1986","Ottawa, Ontario, Canada"
"Actor,Producer,Soundtrack",no awards no nominations,"John Wick,John Wick: Chapter 2,White House Down,John Wick: Chapter 3 - Parabellum",1.88 m,"June 7, 1962","Baltimore, Maryland, USA"
"Actor,Producer,Director",no awards no nominations,"Rush,Inglourious Basterds,Good Bye Lenin!,Captain America: Civil War",(1.76 m,"June 16, 1978","Barcelona, Barcelona, Catalonia, Spain"
"Actress,Producer,Director",no awards no nominations,"Bombshell,Coco,Euphoria,Girlfriends' Guide to Divorce",1.60 m,"October 3, 1975","Downey, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Buffy the Vampire Slayer,Ferris Bueller's Day Off,Dude, Where's My Car?,Flowers in the Attic",1.68 m,"December 19, 1969","Mission Viejo, California, USA"
"Actor,Producer,Director",no awards no nominations,"The Good Shepherd,A Love Song for Bobby Long,The Spirit,Suits",3 m,"January 22, 1972","The Bronx, New York City, New York, USA"
"Producer,Director,Writer",no awards no nominations,"Apocalypse Now,The Conversation,The Godfather,The Godfather: Part II", (1.82 m,"April 7, 1939","Detroit, Michigan, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Skyline,Club Dread,White Chicks,Little Man",1.70 m,"March 17, 1976","Gainesville, Florida, USA"
Actor,no awards no nominations,"West Side Story,The Map of Tiny Perfect Things,All My Life,American Horror Story",1.85 m,"October 10, 1994","Livermore, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Mortal Kombat,Billy Madison,Last Action Hero,I Know What You Did Last Summer",1.75 m,"September 25, 1973","Gold Beach, Oregon, USA"
"Actor,Director,Producer",no awards no nominations,"Star Trek: First Contact,Star Trek: Insurrection,Star Trek: Generations,Star Trek: Nemesis",(1.89 m,"August 19, 1952","Bellefonte, Pennsylvania, USA"
"Producer,Additional Crew,Director",no awards no nominations,"Edward Scissorhands,Frankenweenie,Corpse Bride,Sweeney Todd: The Demon Barber of Fleet Street",(1.80 m,"August 25, 1958","Burbank, California, USA"
"Actor,Producer,Director",no awards no nominations,"The Invitation,Upgrade,Devil,Prometheus",(1.80 m,"November 1, 1976","Charleston, South Carolina, USA"
"Writer,Director,Actor",no awards no nominations,"Annie Hall,Manhattan,Deconstructing Harry,Hannah and Her Sisters",1.65 m,"November 30, 1935","Bronx, New York City, New York, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"Tulsa King,Yellowstone,9-1-1: Lone Star,The Ranch",(1.80 m,"October 16, 1940","Lamesa, Texas, USA"
"Actress,Soundtrack",no awards no nominations,"C'era Una Volta Il West,8½,The Pink Panther,La Ragazza Con La Valigia",1.73 m,"April 15, 1938","Tunis, French Protectorate Tunisia [now Tunisia]"
"Actor,Writer,Producer",no awards no nominations,"Spaceballs,History of the World: Part I,The Producers,Blazing Saddles",1.65 m,"June 28, 1926","Brooklyn, New York City, New York, USA"
Actress,no awards no nominations,"Jane Eyre,The Assets,Our Zoo,Intrigo: Dear Agnes",1.65 m,December 1997,"Hounslow, London, England, UK"
"Actor,Producer,Additional Crew",no awards no nominations,"The Dark Knight,The Cider House Rules,The Prestige,The Quiet American",(1.86 m,"March 14, 1933","Rotherhithe, London, England, UK"
Actress,no awards no nominations,"A Perfect Getaway,The Purge: Anarchy,Lost,Stuck on You",1.57 m,"October 13, 1977","Chicago, Illinois, USA"
"Actress,Director,Writer",no awards no nominations,"Transformers: Age of Extinction,The Last Airbender,Holidate,Deck the Halls",(1.66 m,"January 9, 1995","Rye, New York, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Fargo,Three Billboards Outside Ebbing, Missouri,Almost Famous,Moonrise Kingdom",1.65 m,"June 23, 1957","Gibson City, Illinois, USA"
"Actress,Writer,Producer",no awards no nominations,"True Blood,Escape Room,Catch .44,Daredevil",(1.75 m,"February 7, 1985","Brooklyn, New York City, New York, USA"
"Actor,Producer,Writer",no awards no nominations,"Live Free or Die Hard,Jeepers Creepers,Galaxy Quest,Accepted",(1.78 m,"June 2, 1978","Fairfield, Connecticut, USA"
"Actor,Writer,Producer",no awards no nominations,"Game of Thrones,Maze Runner: The Scorch Trials,The Dark Knight Rises,The Maze Runner: The Death Cure",1.75 m,"April 24, 1968","Dublin, Ireland"
"Actor,Producer,Director",no awards no nominations,"Sicario,Traffic,The Usual Suspects,Guardians of the Galaxy",1.88 m,"February 19, 1967","San Germán, Puerto Rico"
"Actor,Producer,Executive",no awards no nominations,"The Grey,The Purge: Anarchy,Captain America: The Winter Soldier,Warrior", (1.79 m,"June 8, 1965","New York City, New York, USA"
"Actress,Director,Writer",no awards no nominations,"Bones and All,Waves,The Heart Still Hums",(1.64 m,"July 18, 1994","Vancouver, British Columbia, Canada"
"Actor,Producer,Writer",no awards no nominations,"The King of Staten Island,The Suicide Squad,Bodies Bodies Bodies,The Dirt",1.91 m,"November 16, 1993","Staten Island, New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Super 8,Argo,Manchester by the Sea,King Kong",(1.84 m,"September 17, 1965","Buffalo, New York, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Gone Baby Gone,Birdman or (The Unexpected Virtue of Ignorance),Before the Devil Knows You're Dead,Win Win",(1.61 m,"May 3, 1968","Queens, New York City, New York, USA"
"Actress,Producer,Director",no awards no nominations,"Think Like a Man,Brick,The Unborn,D.E.B.S.",1.65 m,"August 8, 1981","Panorama City, California, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"The Big C,The Savages,Kinsey,You Can Count on Me",1.73 m,"February 5, 1964","New York City, New York, USA"
"Actress,Producer,Writer",no awards no nominations,"Schitt's Creek,12 Monkeys,Snow Cake,It's a Boy Girl Thing",1.63 m,"August 29, 1981","Montreal, Quebec, Canada"
"Actor,Producer",no awards no nominations,"Bridge of Spies,The BFG,Dunkirk,The Trial of the Chicago 7",1.73 m,"January 18, 1960","Ashford, Kent, England, UK"
"Actor,Producer,Writer",no awards no nominations,"A Single Man,The King's Speech,Kingsman: The Secret Service,Bridget Jones's Diary",(1.87 m,"September 10, 1960","Grayshott, Hampshire, England, UK"
"Actor,Producer,Director",no awards no nominations,"The Wire,Chicago,Tomb Raider,300",3 m,"October 15, 1969","Sheffield, Yorkshire, England, UK"
"Actor,Producer,Director",no awards no nominations,"Spotlight,The Kids Are All Right,The Avengers,Foxcatcher",1.73 m,"November 22, 1967","Kenosha, Wisconsin, USA"
"Actress,Producer,Executive",no awards no nominations,"Sliver,Clue,Die Hard with a Vengeance,Wayne's World",(1.59 m,"June 7, 1953","San Francisco, California, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Jurassic World,Everything, Everything,Boardwalk Empire,The Kings of Summer",1.85 m,"March 22, 1995","Seattle, Washington, USA"
"Actor,Producer,Director",no awards no nominations,"Masters of Sex,Frost/Nixon,The Queen,Midnight in Paris",(1.78 m,"February 5, 1969","Newport, Gwent, Wales, UK"
"Actor,Producer",no awards no nominations,"Jurassic World,Iron Man Three,Insidious,Avengers: Endgame",(1.80 m,"August 6, 2001","New York City, New York, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Angel,The Expendables,Veronica Mars,The Expendables 2",1.70 m,July 23,"Las Vegas, Nevada, USA"
"Actress,Writer,Producer",no awards no nominations,"A Walk to Remember,Tangled,Saved!,Chasing Liberty",(1.78 m,"April 10, 1984","Nashua, New Hampshire, USA"
"Actress,Writer",no awards no nominations,"Good Grief,Adrift,Kura,Shortland Street",1.65 m,"November 9, 1994","Tai Tapu, New Zealand"
"Actress,Writer,Director",no awards no nominations,"Tomorrow Never Dies,Desperate Housewives,Lois & Clark: The New Adventures of Superman,Spy Kids",1.68 m,"December 8, 1964","Palo Alto, California, USA"
"Actor,Writer,Producer",no awards no nominations,"X-Men Origins: Wolverine,I Am Number Four,Robin Hood,Wild Hogs",1.98 m,"January 14, 1974","Thunder Bay, Ontario, Canada"
"Actress,Writer,Producer",no awards no nominations,"Hotel Mumbai,Counterpart,Homeland,How I Met Your Mother",(1.62 m,"May 22, 1980","Tehran, Iran"
"Actress,Producer,Director",no awards no nominations,"The Three Musketeers,Scent of a Woman,Things to Do in Denver When You're Dead,Burn Notice",1.60 m,"February 4, 1970","Laleham, Middlesex, England, UK"
Actress,no awards no nominations,"Army of Darkness,Bicentennial Man,Europa Report,Matilda",1.73 m,"August 11, 1965","Lafayette, Indiana, USA"
"Actor,Soundtrack",no awards no nominations,"House M.D.,Uptown Girls,Chicago Fire,Neighbours",(1.78 m,"February 12, 1979","Melbourne, Victoria, Australia"
"Actor,Producer,Soundtrack",no awards no nominations,"Game of Thrones,Rocketman,Bastille Day,Cinderella",(1.77 m,"June 18, 1986","Elderslie, Renfrewshire, Scotland, UK"
"Actress,Additional Crew,Producer",no awards no nominations,"Farscape: The Peacekeeper Wars,Pitch Black,Farscape,Uncharted: The Lost Legacy",1.73 m,"October 11, 1972","Sydney, New South Wales, Australia"
"Actress,Soundtrack,Producer",no awards no nominations,"John Tucker Must Die,The Uninvited,The Grudge 2,Aquamarine",1.73 m,"February 19, 1985","Winter Park, Florida, USA"
"Actor,Producer,Writer",no awards no nominations,"Shrinking,Players,The Nickel Boys,Deadly Class",1.91 m,"February 19, 1985","Winter Park, Florida, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Shadowhunters: The Mortal Instruments,Arrow,The Stand,The Maze Runner: The Death Cure",1.65 m,"November 22, 1995","Kansas City, Missouri, USA"
"Actor,Producer,Director",no awards no nominations,"Jurassic Park,Hunt for the Wilderpeople,Jurassic Park III,The Piano",1.85 m,"September 14, 1947","Omagh, Co. Tyrone, Northern Ireland, UK"
"Actress,Soundtrack",no awards no nominations,"Rio Bravo,Dressed to Kill,Sabrina,Point Blank",1.65 m,"September 30, 1931","Kulm, North Dakota, USA"
"Actress,Soundtrack",no awards no nominations,"Designated Survivor,The Imperfects,Chasing Life,Supergirl",1.68 m,"October 29, 1986","Richmond Hill, Ontario, Canada"
"Actress,Writer,Producer",no awards no nominations,"Cobra Kai,The Big Bang Theory,Mom,Nobody's Fool",1.75 m,"December 11, 1978","Phillipsburg, New Jersey, USA"
"Actor,Soundtrack",no awards no nominations,"The Giver,Vampire Academy,Click,Gotham", (1.82 m,"August 16, 1993","Santa Monica, California, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Midsommar,The Good Place,Paterson,Dark Waters",1.73 m,"February 8, 1980","Dallas, Texas, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Happiness,Men in Black II,Twin Peaks,Wayne's World",1.63 m,"March 24, 1970","Davenport, Iowa, USA"
"Actress,Soundtrack",no awards no nominations,"Jack the Giant Slayer,The Illusionist,Angus, Thongs and Perfect Snogging,Poldark",(1.71 m,"May 19, 1992","England, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"Bridgerton,Roots,For the People,Sylvie's Love",(1.80 m,"January 24, 1988","London, England"
"Actress,Producer",no awards no nominations,"Bride & Prejudice,Kama Sutra: A Tale of Love,Rome,Exodus: Gods and Kings",1.70 m,"September 27, 1973","Bath, Somerset, England, UK"
"Actress,Producer,Writer",no awards no nominations,"My Bloody Valentine,Sin City,The Spirit,White Chicks",(1.74 m,"April 23, 1979","Omaha, Nebraska, USA"
Actress,no awards no nominations,"Paul Blart: Mall Cop,Zookeeper,Swamp Mama,Soulkeeper",1.73 m,"August 28, 1974",USA
"Actress,Soundtrack",no awards no nominations,"El Laberinto Del Fauno,Y tu mamá también,Blancanieves,Canguros",(1.66 m,"October 2, 1970","Madrid, Spain"
"Actress,Writer,Producer",no awards no nominations,"Stranger Things,Mad Men,The Sopranos,Person of Interest",1.65 m,March 1,"The Bronx, New York City, New York, USA"
"Producer,Actor,Writer",no awards no nominations,"Arrested Development,A Beautiful Mind,Apollo 13,Frost/Nixon",1.75 m,"March 1, 1954","Duncan, Oklahoma, USA"
Actress,no awards no nominations,"One Missed Call,28 Days,Bandits,The Swerve",1.70 m,"November 8, 1981","Northridge, Los Angeles, California, USA"
"Actress,Producer",no awards no nominations,"The Purge: Election Year,Running Scared,Lost,Frequency",(1.74 m,"March 27, 1970","Los Angeles, California, USA"
"Actor,Soundtrack",no awards no nominations,"Outer Banks,Stranger Things,Dr. Bird's Advice for Sad Poets",1.85 m,"September 16, 1992","Annapolis, Maryland, USA"
Actress,no awards no nominations,"The Chronicles of Riddick,Defiance,Clash of the Titans,The Mist",1.73 m,"May 28, 1982","Paris, France"
"Actor,Music Department,Producer",no awards no nominations,"My Best Friend's Wedding,August: Osage County,Young Guns,The Family Stone",(1.77 m,"October 31, 1963","Alexandria, Virginia, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Bad Trip,Bones,Yellowstone",1.73 m,"June 9, 1978","Allentown, Pennsylvania, USA"
"Actress,Producer,Casting Department",no awards no nominations,"Being John Malkovich,Capote,The 40 Year Old Virgin,Get Out",(1.77 m,"March 26, 1959","Miami, Florida, USA"
Actress,no awards no nominations,"Vikings: Valhalla,The Witcher,Tigrar,Dampyr",1.85 m,"June 6, 1993","Stockholm, Sweden"
"Actress,Soundtrack",no awards no nominations,The Walking Dead,1.70 m,"September 21, 1990","Pasadena, California, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"The 12th Man,Vikings,The Tudors,Elvis",(1.78 m,"July 27, 1977","Dublin, Ireland"
"Actor,Producer,Director",no awards no nominations,"ER,Top Gun,Zodiac,Revenge of the Nerds",1.88 m,"July 19, 1962","Santa Barbara, California, USA"
"Actor,Camera and Electrical Department,Producer",no awards no nominations,"The Rocketeer,Enough,Dracula,Cardinal",(1.92 m,"July 7, 1959","Charlottesville, Virginia, USA"
Actor,no awards no nominations,"Little Voice,The Gifted,Incorporated,B&B",1.85 m,"June 18, 1992","London, England, UK"
"Actor,Producer,Director",no awards no nominations,"CSI: Miami,Magic Mike,Magic Mike XXL,Roswell",3 m,April 2,"New York City, New York, USA"
"Actress,Writer",no awards no nominations,"Quarantine Leap,City Twist,Three Blind Mice,Winnie the Pooh: Blood and Honey",3 m,April 2,"New York City, New York, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"Suicide Squad,The Fate of the Furious,Pacific Rim: Uprising,The Longest Ride",(1.77 m,"March 21, 1986","Carmel, California, USA"
"Actress,Producer,Director",no awards no nominations,"John Tucker Must Die,The Hitcher,One Tree Hill,Stay Alive",1.63 m,"July 8, 1982","Pasadena, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Lee Daniels' Star,The White Lotus,Black Christmas,Sometimes I Think About Dying",(1.66 m,"June 2, 1996","Arlington, Virginia, USA"
"Actress,Producer,Director",no awards no nominations,"The Family,I Am Number Four,Glee,Burlesque",(1.66 m,"April 30, 1986","Savannah, Georgia, USA"
"Actor,Producer,Writer",no awards no nominations,"This Is England,Boiling Point,Snatch,Pirates of the Caribbean: Dead Men Tell No Tales",1.68 m,"August 3, 1973","Liverpool, Merseyside, England, UK"
"Actress,Costume Designer",no awards no nominations,"Graymail,Fire Country,Smoke Eater,The 100",1.75 m,"August 3, 1973","Liverpool, Merseyside, England, UK"
"Actor,Director,Writer",no awards no nominations,"Stranger Things,Elvis,Power Rangers,Spider & Jessie",(1.78 m,"November 22, 1994","Perth, Western Australia, Australia"
"Actor,Music Department,Soundtrack",no awards no nominations,"Gosford Park,Harry Potter and the Half-Blood Prince,The Cook, the Thief, His Wife & Her Lover,Harry Potter and the Deathly Hallows: Part 2",(1.80 m,"October 19, 1940","Cabra, Dublin, Ireland"
"Actress,Producer,Writer",no awards no nominations,"Better Things,Louie,Grease 2,Vampire Hunter D: Bloodlust",2 m,"July 9, 1966","New York City, New York, USA"
"Actress,Producer,Writer",no awards no nominations,"Californication,Rescue Me,Numb3rs,Splitting Up Together",1.73 m,"September 7, 1969","Manhattan, New York City, New York, USA"
"Actress,Soundtrack",no awards no nominations,"Hunted,Home and Away,Triangle,30 Days of Night",(1.71 m,"August 6, 1976","Perth, Western Australia, Australia"
"Actress,Producer,Writer",no awards no nominations,"Commando,Charmed,Who's the Boss?,Fear",1.57 m,"December 19, 1972","Brooklyn, New York City, New York, USA"
Actress,no awards no nominations,"In Bruges,Guest House Paradiso,Affinity,Utopia",1.57 m,1977,"London, England, UK"
"Actor,Soundtrack",no awards no nominations,"Westworld,Black Mirror,It's Always Sunny in Philadelphia,The Man Who Fell to Earth", (1.81 m,"November 21, 1975","Hackettstown, New Jersey, USA"
