prof,awards,famous,height,dob,birthplace
"Actress,Director,Writer",no awards no nominations,"The Expanse,Barney's Version,Tin Can,Bad Blood",1.68 m,"February 12, 1987","Montreal, Quebec, Canada"
"Actor,Producer,Writer",no awards no nominations,"Inception,The Dark Knight Rises,Locke,Mad Max: Fury Road",1.75 m,"September 15, 1977","Hammersmith, London, England, UK"
"Actor,Producer",no awards no nominations,"The Perks of Being a Wallflower,Fury,Hunters,Indignation",(1.71 m,"January 19, 1992","Beverly Hills, California, USA"
"Actress,Producer,Writer",no awards no nominations,"Black Panther,Avengers: Infinity War,Black Panther: Wakanda Forever,The Visitor",1.70 m,"February 14, 1978","Grinnell, Iowa, USA"
"Actor,Producer,Director",no awards no nominations,"Take Shelter,Revolutionary Road,99 Homes,Nocturnal Animals",(1.91 m,"August 7, 1974","Lexington, Kentucky, USA"
"Actor,Producer,Writer",no awards no nominations,"Iron Man,Iron Man Three,Sherlock Holmes,Avengers: Endgame",1.73 m,"April 4, 1965","Manhattan, New York City, New York, USA"
"Actor,Producer,Writer",no awards no nominations,"The Waterboy,The Wedding Singer,Big Daddy,Little Nicky",(1.77 m,"September 9, 1966","Brooklyn, New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Fences,Training Day,The Book of Eli,Antwone Fisher",(1.84 m,"December 28, 1954","Mount Vernon, New York, USA"
"Actor,Producer,Writer",no awards no nominations,"Aquaman,Justice League,The Bad Batch,Dune",1.93 m,"August 1, 1979","Honolulu, Hawaii, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Enola Holmes,Stranger Things,Godzilla: King of the Monsters,Enola Holmes 2",(1.61 m,"February 19, 2004","Málaga, Andalucía, Spain"
"Actor,Additional Crew,Second Unit Director or Assistant Director",no awards no nominations,"Everything Everywhere All at Once,Indiana Jones and the Temple of Doom,The Goonies,X-Men",1.65 m,"August 20, 1971","Saigon, Vietnam"
"Actress,Director,Writer",no awards no nominations,"Tomorrowland,The First Time,The Space Between Us,Ask Me Anything",1.60 m,"April 18, 1990","Charlotte, North Carolina, USA"
Actress,no awards no nominations,"Triangle of Sadness,Spud,Don't Sleep,Black Lightning",(1.72 m,"February 5, 1990","Cape Town, South Africa"
"Actor,Producer,Director",no awards no nominations,"Blue Valentine,La La Land,Blade Runner 2049,Drive",(1.84 m,"November 12, 1980","London, Ontario, Canada"
"Actress,Producer,Director",no awards no nominations,"The Queen,Gosford Park,RED,Hitchcock",1.63 m,"July 26, 1945","Hammersmith, London, England, UK"
"Actress,Producer,Director",no awards no nominations,"Vikings,The Dark Tower,Stand Up Guys,Killers",1.68 m,"December 17, 1977","Toronto, Ontario, Canada"
"Actor,Producer,Director",no awards no nominations,"Raging Bull,Cape Fear,Taxi Driver,Mean Streets",1.75 m,"August 17, 1943","New York City, New York, USA"
Actress,no awards no nominations,"Cinderella,Great Expectations,My Cousin Rachel,Bonnie & Clyde",1.55 m,"March 27, 1988","Didsbury, Manchester, England, UK"
"Music Artist,Producer,Actress",no awards no nominations,"Hustlers,Second Act,Out of Sight,Maid in Manhattan",(1.64 m,"July 24, 1969","The Bronx, New York City, New York, USA"
Actress,no awards no nominations,"Mirrormask,American Gothic,Defiance,Killjoys",1.60 m,"February 14, 1984","London, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"Atlanta,Joker,Deadpool 2,Nine Days",1.68 m,"June 1, 1991","Mitte, Berlin, Germany"
"Actor,Producer,Writer",no awards no nominations,"Kinsey,Schindler's List,The Grey,The A-Team",(1.92 m,"June 7, 1952","Ballymena, Co. Antrim, Northern Ireland, UK"
"Actress,Soundtrack",no awards no nominations,"Ant-Man and the Wasp,Ready Player One,Resident Evil: Welcome to Raccoon City,Star Wars: The Force Awakens",1.68 m,"September 7, 1989","Anlaby, East Yorkshire, England, UK"
"Actress,Director,Writer",no awards no nominations,"Lost,Goliath,Deep Blue Sea 3",(1.66 m,"March 22, 1988","Los Angeles, California, USA"
"Actress,Producer",no awards no nominations,"The Great Gatsby,Widows,Tenet,Guardians of the Galaxy Vol. 2",(1.90 m,"August 24, 1990","Paris, France"
"Actor,Producer,Director",no awards no nominations,"Supernatural,My Bloody Valentine,Ten Inch Hero,Days of Our Lives",1.86 m,"March 1, 1978","Dallas, Texas, USA"
"Actor,Soundtrack",no awards no nominations,"Anna and the Apocalypse,Mary Queen of Scots,The Witcher,You",1.75 m,"March 1, 1978","Dallas, Texas, USA"
"Actress,Director,Writer",no awards no nominations,"Selfie,Guardians of the Galaxy,Not Another Happy Ending,Avengers: Endgame",,,
"Actress,Costume and Wardrobe Department,Soundtrack",no awards no nominations,"Vertigo,Bell Book and Candle,Picnic,Kiss Me, Stupid",1.68 m,"February 13, 1933","Chicago, Illinois, USA"
"Writer,Actor,Producer",no awards no nominations,"Reservoir Dogs,Pulp Fiction,From Dusk Till Dawn,The Hateful Eight",1.85 m,"March 27, 1963","Knoxville, Tennessee, USA"
"Actress,Soundtrack",no awards no nominations,"The Notebook,Mean Girls,Red Eye,Sherlock Holmes",1.63 m,"November 17, 1978","London, Ontario, Canada"
"Actress,Producer,Writer",no awards no nominations,"Black Panther,Small Axe,Black Mirror,The Silent Twins",1.65 m,"October 31, 1993","Georgetown, Guyana"
"Actor,Producer,Director",no awards no nominations,"Spider-Man: Homecoming,Spider-Man: Far from Home,Captain America: Civil War,Lo Imposible",(1.69 m,"June 1, 1996","Kingston upon Thames, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"The Greatest Showman,Mission: Impossible - Rogue Nation,Dune,Mission: Impossible - Fallout",1.65 m,"October 19, 1983",Sweden
"Actor,Producer,Music Department",no awards no nominations,"Pulp Fiction,Get Shorty,Grease,Saturday Night Fever",1.88 m,"February 18, 1954","Englewood, New Jersey, USA"
Actress,no awards no nominations,"Una,Lockwood & Co.,Da Vinci's Demons,Black Dog",1.88 m,"September 4, 2000","Hackney, London, England, UK"
"Actress,Soundtrack",no awards no nominations,"Glue,The Living and the Dead,Les Misérables,Dark Shadows",1.63 m,"September 26, 1991","Harlow, Essex, England, UK"
"Actress,Producer",no awards no nominations,"Fargo,Yellowstone,Wind River",1.70 m,"September 9, 1991","Columbia, South Carolina, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Dr. Quinn, Medicine Woman,Somewhere in Time,Live and Let Die,Wedding Crashers",(1.66 m,"February 15, 1951","Hayes, Hayes and Harlington, Middlesex, England, UK"
"Actress,Writer,Additional Crew",no awards no nominations,"The Whale,Downsizing,The Menu,Watchmen",1.55 m,"June 25, 1979",Thailand
Actress,no awards no nominations,"Wednesday,Girl in the Basement,A Taste of Christmas,Family Leave",1.60 m,"April 2, 2002",United States
"Actress,Director,Producer",no awards no nominations,"The Thirteenth Floor,Charlie Wilson's War,Havoc,Roswell",1.60 m,"December 7, 1978","Los Angeles, California, USA"
"Actress,Writer,Producer",no awards no nominations,"Crazy Ex-Girlfriend,Chip 'n Dale: Rescue Rangers,The Angry Birds Movie 2,Robot Chicken",1.60 m,"April 3, 1987","Los Angeles, California, USA"
"Actress,Make-Up Department,Writer",no awards no nominations,"The Addams Family,Savage Harbor,Way Down in Chinatown,As the World Turns",1.60 m,"February 16, 1958","Kwajalein, Marshall Islands"
"Actor,Producer,Director",no awards no nominations,"Braveheart,Lethal Weapon 3,Conspiracy Theory,Ransom",(1.77 m,"January 3, 1956","Peekskill, New York, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"10 Cloverfield Lane,Scott Pilgrim vs. The World,Live Free or Die Hard,Death Proof",1.73 m,"November 28, 1984","Rocky Mount, North Carolina, USA"
"Actor,Producer,Writer",no awards no nominations,"28 Days Later...,Inception,Sunshine,The Dark Knight",(1.72 m,"May 25, 1976","Douglas, Cork, Ireland"
"Producer,Actress,Music Department",no awards no nominations,"The Proposal,Miss Congeniality,Speed,Gravity",(1.71 m,"July 26, 1964","Arlington, Virginia, USA"
"Actress,Soundtrack",no awards no nominations,"Ted Lasso,How to Lose Friends & Alienate People,Les Misérables,Winter Ridge", (1.80 m,"July 28, 1974","London, England, UK"
"Actor,Producer,Director",no awards no nominations,"Sweeney Todd: The Demon Barber of Fleet Street,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: At World's End,Sea Robbers: Corpse Treasure",(1.78 m,"June 9, 1963","Owensboro, Kentucky, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"GoodFellas,Narc,Something Wild,Revolver", (1.82 m,"December 18, 1954","Newark, New Jersey, USA"
"Actress,Producer",no awards no nominations,"Gone Baby Gone,Pixels,Kiss Kiss Bang Bang,Source Code",1.70 m,"March 23, 1976","Winthrop, Iowa, USA"
"Actress,Soundtrack",no awards no nominations,"Ginny & Georgia,Every Day,Believe Me: The Abduction of Lisa McVey,Spooksville",2 m,"October 19, 1998","Burlington, Ontario, Canada"
"Actress,Producer",no awards no nominations,"Fast & Furious 7,Furious 6,The Fast and the Furious,S.W.A.T.",1.65 m,"July 12, 1978","San Antonio, Texas, USA"
"Writer,Director,Producer",no awards no nominations,"Sherlock Holmes,Lock, Stock and Two Smoking Barrels,Snatch,Aladdin",(1.80 m,"September 10, 1968","Hatfield, Hertfordshire, England, UK"
"Actor,Producer",no awards no nominations,"Small Axe,Dunkirk,Benediction,Calibre",1.85 m,"June 2, 1990","Chelmsford, Essex, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"Cloverfield,Hot Tub Time Machine,Mean Girls,Now You See Me 2",1.63 m,"June 30, 1982","Los Angeles, California, USA"
"Actress,Producer,Director",no awards no nominations,"Gossip Girl,The Age of Adaline,The Shallows,The Town",(1.78 m,"August 25, 1987","Los Angeles, California, USA"
"Actor,Producer,Director",no awards no nominations,"Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles: Out of the Shadows,The Hunger Games: Catching Fire,Tree House Time Machine",1.91 m,"November 28, 1982","Grand Forks, North Dakota, USA"
"Actor,Producer,Writer",no awards no nominations,"Neighbors,Nerve,The Disaster Artist,21 Jump Street",1.70 m,"June 12, 1985","Palo Alto, California, USA"
"Actress,Soundtrack",no awards no nominations,"Sex and the City,The Flamingo Kid,Mannequin,Madam Secretary",1.63 m,"February 17, 1958","London, England, UK"
"Actor,Soundtrack",no awards no nominations,"Fifty Shades of Grey,American Sniper,The Magnificent Seven,All the Boys Love Mandy Lane",3 m,"January 21, 1984","Dayton, Ohio, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Kingsman: The Secret Service,Rocketman,Kingsman: The Golden Circle,Eddie the Eagle",1.75 m,"November 10, 1989","Birkenhead, Cheshire, England, UK"
"Actor,Producer,Director",no awards no nominations,"Million Dollar Baby,Gran Torino,Unforgiven,Sacrifice",1.93 m,"May 31, 1930","San Francisco, California, USA"
"Producer,Actress,Costume Designer",no awards no nominations,"Monster,Mad Max: Fury Road,Snow White and the Huntsman,Tully",(1.77 m,"August 7, 1975","Benoni, Transvaal, South Africa"
Actress,no awards no nominations,"Guardians of the Galaxy,Transformers: The Last Knight,Guardians of the Galaxy Vol. 2,The Inbetweeners Movie",1.73 m,"August 21, 1985","England, UK"
"Producer,Actor,Composer",no awards no nominations,"The Fighter,Boogie Nights,The Departed,Ted",1.73 m,"June 5, 1971","Dorchester, Boston, Massachusetts, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"The Crown,Mission: Impossible - Fallout,Pieces of a Woman,The World to Come",1.70 m,"April 18, 1988","London, England, UK"
"Actress,Producer,Director",no awards no nominations,"Black Panther,Strange Days,Black Panther: Wakanda Forever,Contact",1.63 m,"August 16, 1958","New York City, New York, USA"
"Actress,Producer,Director",no awards no nominations,"Tron,Don't Worry Darling,The Incredible Burt Wonderstone,The Lazarus Effect",1.70 m,"March 10, 1984","New York City, New York, USA"
"Actor,Soundtrack",no awards no nominations,"Only God Forgives,The Souvenir,Mank,The Wonder",3 m,"June 30, 1981","Kent, England, UK"
"Actress,Producer,Additional Crew",no awards no nominations,"Precious,Mission: Impossible - Ghost Protocol,Deja Vu,Warcraft",(1.71 m,"December 5, 1975","Los Angeles, California, USA"
"Actor,Director,Producer",no awards no nominations,"The Grand Budapest Hotel,The Constant Gardener,Schindler's List,Coriolanus",(1.80 m,"December 22, 1962","Ipswich, Suffolk, England, UK"
"Actor,Soundtrack",no awards no nominations,"Teen Wolf,The Maze Runner,Maze Runner: The Scorch Trials,The Maze Runner: The Death Cure",(1.78 m,"August 26, 1991","New York City, New York, USA"
"Actress,Writer,Director",no awards no nominations,"Monster Problems,Glass Onion: A Knives Out Mystery,The Royal Hotel,The Gray Man",1.68 m,"August 30, 1992","Surrey North Western, Surrey, England, UK"
"Actress,Producer,Director",no awards no nominations,"Up in the Air,Pitch Perfect,Trolls,Into the Woods",1.57 m,"August 9, 1985","Portland, Maine, USA"
Actress,no awards no nominations,"Happy Valley,Peaky Blinders,Halo,The Last Kingdom",(1.62 m,"November 30, 1987","Wexford, County Wexford, Ireland, UK"
"Actress,Producer,Writer",no awards no nominations,"Guardians of the Galaxy,Avatar,Star Trek,Guardians of the Galaxy Vol. 2",1.70 m,"June 19, 1978","Passaic, New Jersey, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Dope,Sweetheart,Lady and the Tramp,Hearts Beat Loud",1.70 m,"December 17, 1993","Pensacola, Florida, USA"
"Actor,Producer,Executive",no awards no nominations,"Divergent,Insurgent,Allegiant,How It Ends",3 m,"December 16, 1984","Oxford, Oxfordshire, England, UK"
"Actor,Producer,Writer",no awards no nominations,"Warcraft,Vikings,The Baytown Outlaws,Lean on Pete", (1.82 m,"July 15, 1979","nr. Echuca, Victoria, Australia"
"Actor,Producer,Writer",no awards no nominations,"Breaking Bad,Malcolm in the Middle,Argo,Trumbo", (1.79 m,"March 7, 1956","Hollywood, California, USA"
"Actor,Producer,Director",no awards no nominations,"The Doors,The Saint,Kiss Kiss Bang Bang,The Salton Sea", (1.82 m,"December 31, 1959","Los Angeles, California, USA"
"Actor,Additional Crew,Producer",no awards no nominations,"Transformers,Safe Haven,Turistas,Transformers: The Last Knight",(1.92 m,"November 14, 1972","Minot, North Dakota, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Philosopher's Stone,Swiss Army Man,Harry Potter and the Deathly Hallows: Part 1",1.65 m,"July 23, 1989","Fulham, London, England, UK"
"Actor,Producer,Writer",no awards no nominations,"Mary Poppins,Mary Poppins Returns,The Dick Van Dyke Show,Chitty Chitty Bang Bang",(1.86 m,"December 13, 1925","West Plains, Missouri, USA"
"Actor,Producer",no awards no nominations,"The Hunger Games: Catching Fire,Me Before You,Snow White and the Huntsman,Adrift",(1.80 m,"June 27, 1986","Ipswich, Suffolk, England, UK"
"Actor,Additional Crew,Visual Effects",no awards no nominations,"The Last of Us,BioShock Infinite,Batman: Arkham Knight,Uncharted 4: A Thief's End",1.91 m,"April 1, 1976","Dallas, Texas, USA"
"Actor,Writer,Producer",no awards no nominations,"Fargo,The Brothers Grimm,Constantine,Armageddon",(1.89 m,"August 27, 1953","Kumla, Örebro län, Sweden"
"Actress,Producer,Soundtrack",no awards no nominations,"Game of Thrones,Terminator Genisys,Me Before You,Solo: A Star Wars Story",1.57 m,"October 23, 1986","London, England, UK"
"Actress,Producer,Writer",no awards no nominations,"Creed,Thor: Ragnarok,Annihilation,Dear White People",(1.62 m,"October 3, 1983","Los Angeles, California, USA"
"Actress,Soundtrack",no awards no nominations,"Kingsman: The Secret Service,Star Trek Beyond,Hotel Artemis,The Mummy",1.65 m,"April 3, 1982","Bab El Oued, Algeria"
"Actor,Writer,Producer",no awards no nominations,"Black Panther: Wakanda Forever,Sin Nombre,The Forever Purge,Días de gracia",(1.72 m,"January 29, 1981","Ecatepec de Morelos, Estado de Mexico, Mexico"
"Actress,Producer,Director",no awards no nominations,"The New World,Princess Ka'iulani,Shouting Secrets,Color Out of Space",(1.61 m,"February 11, 1990","Schweigmatt, Baden-Württemberg, Germany"
"Actor,Producer,Additional Crew",no awards no nominations,"Guardians of the Galaxy,The Lego Movie,Parks and Recreation,Jurassic World",1.88 m,"June 21, 1979","Virginia, Minnesota, USA"
"Actress,Producer,Director",no awards no nominations,"Pitch Perfect,Hairspray,Pitch Perfect 2,Prom Night",1.63 m,"March 9, 1986","Tampa, Florida, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Big Love,Walk the Line,Why Women Kill,Zootopia",1.68 m,"May 22, 1978","Memphis, Tennessee, USA"
"Actress,Producer,Executive",no awards no nominations,"Arrival,Enchanted,The Fighter,American Hustle",1.63 m,"August 20, 1974","Vicenza, Veneto, Italy"
"Actress,Producer",no awards no nominations,"The Master,We Are What We Are,Vice,Gangster Squad",,,
"Actress,Producer,Director",no awards no nominations,"Deepwater Horizon,Annihilation,Awake,Jane the Virgin",(1.61 m,"July 30, 1984","Chicago, Illinois, USA"
"Actor,Director,Writer",no awards no nominations,"The Air I Breathe,The Rundown,12 Monkeys,You, Me and Dupree",1.88 m,"October 16, 1968","Chicago, Illinois, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"La La Land,Easy A,The Help,The Amazing Spider-Man 2",1.68 m,"November 6, 1988","Scottsdale, Arizona, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Les Misérables,The Dark Knight Rises,Rachel Getting Married,Love & Other Drugs",1.73 m,"November 12, 1982","Brooklyn, New York City, New York, USA"
"Actor,Director,Writer",no awards no nominations,"Dawn of the Dead,Meet Joe Black,Medium,U-571",1.88 m,"March 12, 1963","London, England, UK"
"Actor,Producer,Director",no awards no nominations,"Her,Walk the Line,Gladiator,The Master",1.73 m,"October 28, 1974","San Juan, Puerto Rico"
"Actress,Producer",no awards no nominations,"The 6th Day,24,Species II,Farewell, My Love",1.68 m,"February 15, 1973","Newcastle, New South Wales, Australia"
"Actress,Director,Producer",no awards no nominations,"Jurassic World Dominion,The Help,Black Mirror,The Mandalorian",1.70 m,"March 2, 1981","Los Angeles, California, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"Guardians of the Galaxy,Guardians of the Galaxy Vol. 2,Blade Runner 2049,Riddick",(1.90 m,"January 18, 1969","Washington, District of Columbia, USA"
"Actress,Producer,Writer",no awards no nominations,"Seinfeld,Enough Said,The New Adventures of Old Christine,Veep",1.60 m,"January 13, 1961","New York City, New York, USA"
"Actor,Director,Producer",no awards no nominations,"Serpico,The Godfather,Dog Day Afternoon,Dick Tracy",1.68 m,"April 25, 1940","Manhattan, New York City, New York, USA"
"Actress,Writer,Producer",no awards no nominations,"Sense and Sensibility,Saving Mr. Banks,The Remains of the Day,Love Actually",(1.72 m,"April 15, 1959","Paddington, London, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"Pretty Woman,Erin Brockovich,Closer,My Best Friend's Wedding",1.73 m,"October 28, 1967","Smyrna, Georgia, USA"
"Actress,Producer,Director",no awards no nominations,"Black Swan,V for Vendetta,Léon,Closer",1.60 m,"June 9, 1981","Jerusalem, Israel"
"Actor,Producer,Camera and Electrical Department",no awards no nominations,"Nightcrawler,Brokeback Mountain,Donnie Darko,Prisoners", (1.82 m,"December 19, 1980","Los Angeles, California, USA"
"Actress,Soundtrack",no awards no nominations,"Chicago,The Mask of Zorro,Traffic,Entrapment",(1.71 m,"September 25, 1969","Swansea, West Glamorgan, Wales, UK"
"Actor,Producer",no awards no nominations,"Ghosts,Ambulance,Doom Patrol,Bosch",1.93 m,"August 31, 1983","Los Angeles, California, USA"
"Actor,Producer,Director",no awards no nominations,"Heroes,This Is Us,Gamer,Pathology",1.75 m,"July 8, 1977","Anaheim, California, USA"
"Actress,Producer,Writer",no awards no nominations,"The Heat,Bridesmaids,Spy,Tammy",1.57 m,"August 26, 1970","Plainfield, Illinois, USA"
"Actress,Producer,Executive",no awards no nominations,"Ex Machina,The Danish Girl,The Man from U.N.C.L.E.,Testament of Youth",1.68 m,"October 3, 1988","Gothenburg, Västra Götalands län, Sweden"
"Actress,Soundtrack",no awards no nominations,"Star Trek: Voyager,Dracula 2000,Down with Love,Star Trek: Picard",1.73 m,"February 22, 1968","Munich, Bavaria, Germany"
"Producer,Writer,Director",no awards no nominations,"Tenet,Inception,Interstellar,The Prestige", (1.81 m,"July 30, 1970","London, England, UK"
"Actress,Producer,Director",no awards no nominations,"Black Adam,Bullet to the Head,Alias,Old School",1.60 m,"January 10, 1980","Euless, Texas, USA"
"Actress,Producer",no awards no nominations,"Ghosts,I Think You Should Leave with Tim Robinson,#VanLife,Dark Air with Terry Carnation",1.60 m,"January 10, 1980","Euless, Texas, USA"
"Actress,Producer,Director",no awards no nominations,"Happy Valley,Yesterday,Clocking Off,Seeing Red",1.70 m,"October 10, 1964","Oldham, Lancashire, England, UK"
"Actor,Writer,Producer",no awards no nominations,"Forgetting Sarah Marshall,The Muppets,Sex Tape,The End of the Tour",1.93 m,"January 18, 1980","Los Angeles, California, USA"
"Actress,Director,Writer",no awards no nominations,"We Are Who We Are,Big Love,Boys Don't Cry,The Dead Don't Die",1.73 m,November 18,"Springfield, Massachusetts, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Zero Dark Thirty,Molly's Game,A Most Violent Year,Interstellar",1.63 m,"March 24, 1977","Sacramento, California, USA"
"Actress,Casting Department,Producer",no awards no nominations,"Star Wars: The Last Jedi,Game of Thrones,Star Wars: The Force Awakens,The Hunger Games: Mockingjay - Part 2",1.91 m,"October 28, 1978","Worthing, Sussex, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"We're the Millers,Aquamarine,Nerve,The Art of Getting By",1.57 m,"February 10, 1991","Rhinebeck, New York, USA"
"Actor,Producer,Writer",no awards no nominations,"Minority Report,Captain America: The First Avenger,Timeline,Boomtown",3 m,"February 13, 1966","Dorchester, Massachusetts, USA"
"Actress,Producer,Writer",no awards no nominations,"Solo: A Star Wars Story,Fleabag,Killing Eve,No Time to Die",(1.77 m,"July 14, 1985","London, England, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"Captain America: The Winter Soldier,Captain America: Civil War,Captain America: The First Avenger,Avengers: Endgame",3 m,"August 13, 1982","Constanta, Romania"
"Music Artist,Composer,Actress",no awards no nominations,"A Star Is Born,House of Gucci,Machete Kills,Sin City: A Dame to Kill For",1.55 m,"March 28, 1986","Manhattan, New York City, New York, USA"
"Actress,Writer,Producer",no awards no nominations,"The Novice,Orphan,The Hunger Games,Orphan 2",(1.61 m,"February 25, 1997","Washington, District of Columbia, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Revenge of the Nerds,Do You Believe?,Married with Children,Wayne's World 2",3 m,"May 30, 1958","Newport Beach, California, USA"
"Actress,Soundtrack",no awards no nominations,"Gilligan's Island,God's Little Acre,The Stepford Wives,Saffo - Venere di Lesbo",(1.74 m,"February 11, 1934","New York City, New York, USA"
"Actress,Music Department,Producer",no awards no nominations,"Madras Cafe,Oohalu Gusagusalade,Farzi,Villain",(1.64 m,"November 30, 1990","New Delhi, India"
Actress,no awards no nominations,"The Dumping Ground,Strike Back,Ackley Bridge,EastEnders",1.55 m,"September 15, 1997","Hastings, Sussex, England, UK"
"Actor,Producer,Music Department",no awards no nominations,"Skyfall,No Country for Old Men,Mar adentro,Biutiful", (1.81 m,"March 1, 1969","Las Palmas de Gran Canaria, Gran Canaria, Canary Islands, Spain"
"Actor,Producer,Director",no awards no nominations,"Juno,Inception,Hard Candy,X-Men: Days of Future Past",1.55 m,"February 21, 1987","Halifax, Nova Scotia, Canada"
"Actress,Stunts,Soundtrack",no awards no nominations,"Royal Pains,Drop Dead Diva,Two and a Half Men,Miss Christmas",1.65 m,"February 17, 1982","Toronto, Ontario, Canada"
"Actor,Producer,Writer",no awards no nominations,"Beasts of No Nation,The Losers,Thor: Ragnarok,Mandela: Long Walk to Freedom",(1.89 m,"September 6, 1972","Hackney, London, England, UK"
"Actor,Producer,Director",no awards no nominations,"True Blood,Magic Mike XXL,Zack Snyder's Justice League,Pee-wee's Big Holiday",1.96 m,"December 28, 1976","Pittsburgh, Pennsylvania, USA"
Actor,no awards no nominations,"The Last of Us,Fractal,Seeds of Hope: The Andrew Jackson Foster Story",1.96 m,"December 28, 1976","Pittsburgh, Pennsylvania, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Boogie Nights,Far from Heaven,The Kids Are All Right,Magnolia",1.60 m,"December 3, 1960","Fayetteville, North Carolina, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Waiting...,The American President,The Emperor's New Groove,Alvin and the Chipmunks: The Squeakquel",(1.78 m,"December 13, 1950","Buffalo, New York, USA"
"Actress,Producer,Director",no awards no nominations,"Miss Stevens,No Reservations,Fractured,All Good Things",1.73 m,June 29,"New York, New York, USA"
"Actress,Writer",no awards no nominations,"The Big Chill,Psycho II,Agnes of God,Body Snatchers",1.68 m,"February 14, 1960","Long Beach, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"My Cousin Vinny,The Wrestler,In the Bedroom,The Big Short",(1.61 m,"December 4, 1964","Brooklyn, New York City, New York, USA"
"Producer,Writer,Director",no awards no nominations,"Pi,The Fountain,Requiem for a Dream,Mother!",3 m,"February 12, 1969","Brooklyn, New York City, New York, USA"
"Actress,Writer,Producer",no awards no nominations,"Inherent Vice,Pretty Little Liars,X: First Class,Pretty Little Liars: The Perfectionists",1.68 m,"February 17, 1996","Johannesburg, South Africa"
"Actor,Producer,Writer",no awards no nominations,"Hidden Figures,Top Gun: Maverick,Everybody Wants Some!!,The Expendables 3",3 m,"October 21, 1988","Austin, Texas, USA"
Actor,no awards no nominations,"Carol,Bachcha,Miss Sloane,Rampage",(1.77 m,"February 14, 1985","Greenfield, Massachusetts, USA"
"Actor,Producer,Writer",no awards no nominations,"Logan,The Predator,The Host,In the Shadow of the Moon",1.88 m,"September 1, 1981","Prestonsburg, Kentucky, USA"
"Actress,Producer",no awards no nominations,"Nightcrawler,The Thomas Crown Affair,Ransom,LethalWeapon 4",1.73 m,"February 17, 1954","Burbank, California, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Watchmen,Rampage,The Walking Dead,The Losers",1.85 m,"April 22, 1966","Seattle, Washington, USA"
Actor,no awards no nominations,"Aftersun,Normal People,The Lost Daughter,God's Creatures",(1.80 m,"February 2, 1996","Maynooth, County Kildare, Ireland"
"Actress,Music Department,Producer",no awards no nominations,"Batman: The Killing Joke,The Powerpuff Girls,Batman: Arkham City,My Little Pony",(1.59 m,"February 12, 1973","Toronto, Ontario, Canada"
"Actress,Soundtrack",no awards no nominations,"City on a Hill,Goalie,The Baker and the Beauty,Rebel",(1.59 m,"February 12, 1986","Guildford, Surrey, England, UK"
"Actor,Writer,Producer",no awards no nominations,"Shameless,The Rental,The Bear,After Everything",1.70 m,"February 17, 1991","Brooklyn, New York, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Justified,Go,A Perfect Getaway,The Crazies",3 m,"May 20, 1968","Honolulu, Hawaii, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Awkward.,Deadly Illusions,The Middle,The Last Summer",1.65 m,"February 15, 1992","Los Angeles, California, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Almost Famous,Watchmen,Big Fish,The Good Shepherd",(1.74 m,"July 8, 1968","Manhasset, New York, USA"
"Actor,Producer,Writer",no awards no nominations,"Inception,Looper,Don Jon,50/50",(1.76 m,"February 17, 1981","Los Angeles, California, USA"
"Actress,Composer,Soundtrack",no awards no nominations,"The Little Mermaid,Last Holiday,A Wrinkle in Time,Grown-ish",1.57 m,"March 27, 2000","Atlanta, Georgia, USA"
"Actor,Producer,Writer",no awards no nominations,"Big Night,Spotlight,The Lovely Bones,Captain America: The First Avenger",(1.72 m,"November 11, 1960","Peekskill, New York, USA"
