prof,awards,famous,height,dob,birthplace
"Actor,Producer,Director",no awards no nominations,"Final Destination,Idle Hands,Now and Then,Casper",3 m,"September 7, 1978","Vancouver, British Columbia, Canada"
"Actor,Producer,Writer",no awards no nominations,"Reds,Bonnie and Clyde,Heaven Can Wait,Bulworth",1.85 m,"March 30, 1937","Richmond, Virginia, USA"
"Actress,Soundtrack",no awards no nominations,"American Beauty,20th Century Women,The Kids Are All Right,The Grifters",(1.69 m,"May 29, 1958","Topeka, Kansas, USA"
"Music Artist,Actress,Composer",no awards no nominations,"A League of Their Own,Evita,Die Another Day,Body of Evidence",(1.61 m,"August 16, 1958","Bay City, Michigan, USA"
"Actor,Producer",no awards no nominations,"Hatfields & McCoys,Blood & Treasure,The Layover",1.85 m,"February 14, 1984","Texas, USA"
"Actress,Soundtrack",no awards no nominations,"White Noise,Vox Lux,The Killing of a Sacred Deer,Tomorrowland",1.65 m,"November 12, 2001","Worsley, Salford, Greater Manchester, England, UK"
"Actor,Writer,Producer",no awards no nominations,"Pitch Perfect,Workaholics,Isn't It Romantic,Mike and Dave Need Wedding Dates",1.73 m,"November 7, 1983","Waterloo, Iowa, USA"
Actress,no awards no nominations,"Bright,11.22.63,Mr. Church,The Preppie Connection",1.75 m,"March 13, 1992","Wooloowin, Australia"
"Actor,Producer,Director",no awards no nominations,"Columbo,Murder by Death,The Princess Bride,Undisputed",1.68 m,"September 16, 1927","New York City, New York, USA"
"Actor,Director,Writer",no awards no nominations,"The Lincoln Lawyer,Insatiable,Covert Affairs,Ugly Betty",3 m,"August 14, 1974","Fresno, California, USA"
"Actress,Soundtrack",no awards no nominations,"An Adventure in Space and Time,Robin Hood,The Woman in Black,Fortitude",1.68 m,"May 14, 1982","Ross-on-Wye, Herefordshire, England, UK"
"Actor,Additional Crew,Music Department",no awards no nominations,"Argo,Alias,Titanic,Legally Blonde",(1.84 m,"March 16, 1949","London, Ontario, Canada"
"Actor,Soundtrack",no awards no nominations,"Three Billboards Outside Ebbing, Missouri,X: First Class,Get Out,Contraband", (1.81 m,"December 7, 1989","Garland, Texas, USA"
"Actor,Producer",no awards no nominations,"Criminal Minds,Diary of a Mad Black Woman,The Young and the Restless,S.W.A.T.",1.85 m,"April 20, 1970","Oakland, California, USA"
"Actress,Producer,Writer",no awards no nominations,"Friends,The Comeback,The Opposite of Sex,Romy and Michele's High School Reunion",1.73 m,"July 30, 1963","Encino, Los Angeles, California, USA"
"Producer,Writer,Director",no awards no nominations,"The Insider,Collateral,The Last of the Mohicans,Manhunter",1.73 m,"February 5, 1943","Chicago, Illinois, USA"
Actress,no awards no nominations,"Into the Blue,Artificial Intelligence: AI,Birds of Prey,The Last of Us",1.75 m,"July 13, 1977","Metairie, Louisiana, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"NCIS,The 33,The Last Rites of Ransom Pride,The Jury",1.70 m,"November 12, 1979","Santiago, Chile"
"Actor,Producer,Director",no awards no nominations,"Starship Troopers,Alita: Battle Angel,Sleepy Hollow,Tarzan and the Lost City",(1.78 m,"December 18, 1968","Milton, Florida, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"RoboCop,Broken Arrow,Star Trek VI: The Undiscovered Country,That '70s Show",1.85 m,"July 3, 1943","New Lisbon, Wisconsin, USA"
Actor,no awards no nominations,"I Hate Suzie,Lovesick,The Gold,The Crown",3 m,"November 30, 1985","Wiltshire, England, UK"
"Actress,Director,Editor",no awards no nominations,"The Chosen,Christmas with the Chosen: The Messengers,The Shift,The Son",1.68 m,"November 30, 1985","Wiltshire, England, UK"
"Actor,Composer,Music Department",no awards no nominations,"The Hunger Games,Precious,The Hunger Games: Catching Fire,The Butler",1.75 m,"May 26, 1964","Manhattan, New York City, New York, USA"
"Actress,Writer,Music Department",no awards no nominations,"Superman III,A Mighty Wind,48 Hrs.,Cat People",1.63 m,"April 1, 1952","Houston, Texas, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Hannibal,Adam,Martha Marcy May Marlene,Hysteria",(1.78 m,"June 19, 1975","Stoke-on-Trent, Staffordshire, England, UK"
Actor,no awards no nominations,"Mare of Easttown,Brightburn,Puzzle,13 Hours",1.93 m,July 25,"Newport Beach, California, USA"
"Actress,Producer,Director",no awards no nominations,"Secretary,The Dark Knight,Stranger Than Fiction,Frank",1.75 m,"November 16, 1977","New York City, New York, USA"
"Actress,Director,Soundtrack",no awards no nominations,"Brooklyn Nine-Nine,I Hope They Serve Beer in Hell,One Life to Live,All My Children",1.68 m,August 19,"Lyndhurst, New Jersey, USA"
"Actress,Writer,Make-Up Department",no awards no nominations,"Hush,The Haunting of Hill House,Midnight Mass,The Time Traveler's Wife",1.73 m,"August 9, 1982","Silver Spring, Maryland, USA"
"Actor,Writer,Producer",no awards no nominations,"Arrested Development,Megamind,Eternal Sunshine of the Spotless Mind,Kung Fu Panda 2",(1.73 m,"April 4, 1964","Atlanta, Georgia, USA"
"Actor,Writer,Producer",no awards no nominations,"Yesterday,10,000 BC,Game of Thrones,Cruella",1.85 m,"April 4, 1964","Atlanta, Georgia, USA"
"Actor,Writer,Producer",no awards no nominations,"Joe Dirt,Tommy Boy,The Benchwarmers,The Emperor's New Groove",1.70 m,"July 22, 1964","Birmingham, Michigan, USA"
"Actor,Director,Producer",no awards no nominations,"Star Trek: Strange New Worlds,The Vampire Diaries,Tell Me a Story,Before I Disappear",(1.80 m,July 23,"New Brunswick, New Jersey, USA"
"Actress,Soundtrack",no awards no nominations,"ER,Doctor Who,Alpha Dog,Like Crazy",1.70 m,"March 11, 1963","London, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"Ginger Snaps,Lost in Space,Big Nothing,Austin Powers: International Man of Mystery",1.73 m,"January 27, 1956","Coral Gables, Florida, USA"
"Actor,Director,Writer",no awards no nominations,"Star Trek: First Contact,Star Trek: Insurrection,Star Trek: Generations,Star Trek VI: The Undiscovered Country",(1.90 m,"December 9, 1952","Luling, Texas, USA"
"Actor,Producer",no awards no nominations,"Signs,Mean Creek,You Can Count on Me,Scream 4",1.68 m,"July 21, 1989","New York City, New York, USA"
"Actor,Soundtrack",no awards no nominations,"The Favourite,Harriet,Billy Lynn's Long Halftime Walk,Mary Queen of Scots",(1.89 m,"February 21, 1991","London, England, UK"
"Actor,Soundtrack",no awards no nominations,"The Ruins,The Virgin Suicides,Hostage,The Next Three Days",(1.78 m,"May 31, 1982","Boston, Massachusetts, USA"
"Actor,Writer,Producer",no awards no nominations,"Ocean's Eleven,Ocean's Thirteen,Gone in Sixty Seconds,Varsity Blues",1.65 m,"August 23, 1976","Los Angeles, California, USA"
"Actress,Additional Crew,Director",no awards no nominations,"Underwater,Sinister Squad,The Misadventures of Vince and Hick,Tommy Gun",1.60 m,"April 5, 1988",England
"Actor,Producer,Writer",no awards no nominations,"Memento,Bound,The Matrix,Bad Boys",(1.78 m,"September 12, 1951","Hoboken, New Jersey, USA"
"Actress,Soundtrack",no awards no nominations,"National Treasure,One for the Money,How to Lose a Guy in 10 Days,Definitely, Maybe",1.70 m,"July 31, 1975","Anchorage, Alaska, USA"
Actress,no awards no nominations,"Roadkill,The Last Kingdom,King Arthur: Legend of the Sword,Pride and Prejudice and Zombies",1.70 m,"December 24, 1993","London, England, UK"
"Actor,Composer,Producer",no awards no nominations,"Your Place or Mine,The Flight Attendant,Weeds,Cashmere Mafia",1.70 m,"December 25, 1981","Pittsburgh, Pennsylvania, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Sorry to Bother You,Short Term 12,Knives Out,Selma",3 m,"August 12, 1991","San Bernardino, California, USA"
"Actress,Writer,Producer",no awards no nominations,"Black Monday,Abbott Elementary,Central Park,The Comedy Lineup",,,
"Actress,Producer,Director",no awards no nominations,"Deadwood,The Wicker Man,Kissed,Trigger",1.65 m,"June 30, 1972","Maple Ridge, British Columbia, Canada"
"Actor,Music Department,Soundtrack",no awards no nominations,"A Mighty Wind,Pitch Perfect,Best in Show,Yes Man",(1.80 m,"February 12, 1963","Boston, Massachusetts, USA"
"Actor,Writer,Producer",no awards no nominations,"The Breakfast Club,New Jack City,Transformers,St. Elmo's Fire",(1.78 m,"November 28, 1959","Portland, Maine, USA"
"Actor,Producer",no awards no nominations,"Upload,The Duff,The Tomorrow People,ARQ",(1.80 m,"April 21, 1988","Toronto, Ontario, Canada"
Actor,no awards no nominations,"Tevar,The Test Case 2,Bank Chor,Haathi Mere Saathi",(1.80 m,"April 21, 1988","Toronto, Ontario, Canada"
"Actress,Writer,Producer",no awards no nominations,"The Incredible Hulk,Guns in the Afternoon,California Man,Marnie",(1.78 m,"June 21, 1940","Weston, Connecticut, USA"
"Actress,Soundtrack,Writer",no awards no nominations,"New York 1997,Creepshow,The Fog,Back to School",1.57 m,"June 11, 1945","Sacramento, California, USA"
"Actor,Producer,Writer",no awards no nominations,"Alert,Broad City,Grace and Frankie,Disclosure",1.57 m,"June 11, 1945","Sacramento, California, USA"
Actress,no awards no nominations,"Ms. Marvel,The Marvels,Avengers: Secret Wars,Avengers: Quantum Encounter",1.68 m,"September 3, 2002",Pakistan
"Actress,Director,Writer",no awards no nominations,"Braveheart,28 Weeks Later,Spy Game,A Sound of Thunder",1.70 m,"April 3, 1972","Epsom, Surrey, England, UK"
"Actress,Producer,Director",no awards no nominations,"Beverly Hills Cop III,Heavy Metal 2000,Naked Gun 33 1/3: The Final Insult,Day of the Warrior",1.85 m,"February 18, 1962","Concord, California, USA"
"Actor,Producer,Director",no awards no nominations,"Mars Attacks!,Run,Any Given Sunday,The Dirty Dozen",(1.89 m,"February 17, 1936","St. Simons Island, Georgia, USA"
"Actress,Producer,Director",no awards no nominations,"Coriolanus,Atonement,Howards End,Letters to Juliet",(1.81 m,"January 30, 1937","Blackheath, London, England, UK"
"Actor,Sound Department,Soundtrack",no awards no nominations,"Mrs. Fletcher,Descendants 3,Grown Ups 2",1.70 m,"May 28, 1999","Los Angeles, California, USA"
"Actor,Producer,Writer",no awards no nominations,"The Squid and the Whale,The Purple Rose of Cairo,Dumb and Dumber,Steve Jobs",1.91 m,"February 19, 1955","Athens, Georgia, USA"
"Actress,Writer",no awards no nominations,"Kill List,The Descent,Doomsday,The Twilight Saga: Breaking Dawn - Part 2",1.57 m,"September 22, 1979","Sundsvall, Västernorrlands län, Sweden"
Actress,no awards no nominations,"American Made,Walk of Shame,The House Bunny,21 & Over",1.75 m,"September 28, 1983","Louisville, Kentucky, USA"
"Actress,Executive,Producer",no awards no nominations,"Forgotten Evil,The Last Sharknado: It's About Time,George Lopez,Fatal Instinct",(1.66 m,"October 23, 1985","Tirana, Albania"
"Actress,Director,Producer",no awards no nominations,"Dexter,Pearson,Grey's Anatomy,Agents of S.H.I.E.L.D.",1.63 m,"April 2, 1981","Hollywood, Florida, USA"
Actress,no awards no nominations,"Mayor of Kingstown,1883,VHYes",1.63 m,July 23,Romania
"Actress,Soundtrack",no awards no nominations,"Hell or High Water,Iron Man Three,The Pledge,Winter's Bone",1.65 m,"September 29, 1961","Knoxville, Tennessee, USA"
Actress,no awards no nominations,"Arrow,Brooklyn,The Flash,We Need to Talk",1.65 m,"July 24, 1991","Vancouver, British Columbia, Canada"
"Actor,Soundtrack",no awards no nominations,"The Square,The Northman,The Burnt Orange Heresy,The Girl In The Spider's Web",(1.95 m,"April 28, 1967",Denmark
"Actress,Soundtrack",no awards no nominations,"White Collar,Safe House,Lost,The Haunted Mansion",1.73 m,January 19,"Manchester, England, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"The Help,Cloverfield,She's Out of My League,Rumor Has It...",1.75 m,"July 17, 1979","Abington, Pennsylvania, USA"
Actor,no awards no nominations,"Belle,Belfast,The Railway Man,Anonymous",1.75 m,"February 19, 1987",Australia
"Actor,Producer,Director",no awards no nominations,"Friday the 13th,As Above, So Below,The Perfect Man,Cloverfield",1.73 m,"May 27, 1980","Washington, District of Columbia, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"The Two Popes,Tomorrow Never Dies,The Wife,Glengarry Glen Ross",3 m,"June 1, 1947","Holywell, Flintshire, Wales, UK"
"Actor,Producer,Director",no awards no nominations,"Practical Magic,Benny and Joon,Flipped,Legends of the Fall",3 m,"March 8, 1959","Chicago, Illinois, USA"
"Actress,Additional Crew,Writer",no awards no nominations,"The Notebook,A Woman Under the Influence,Hope Floats,The Skeleton Key",1.68 m,"June 19, 1930","Madison, Wisconsin, USA"
"Producer,Writer,Music Department",no awards no nominations,"Lost,Star Trek,Star Wars: The Force Awakens,Star Wars: Episode IX - The Rise of Skywalker",1.70 m,"June 27, 1966","New York City, New York, USA"
"Writer,Additional Crew,Director",no awards no nominations,"The Last of Us,Uncharted 4: A Thief's End,The Last of Us: Part II,The Last of Us",1.70 m,"June 27, 1966","New York City, New York, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"13 Reasons Why,Night School,Zac and Mia,Mom and Dad",1.55 m,"June 3, 1994","Dallas, Texas, USA"
Actor,no awards no nominations,"The Mummy Returns,The Mummy,Deuce Bigalow: Male Gigolo,Resident Evil: Extinction",(1.87 m,"November 23, 1970","Tel Aviv, Israel"
"Music Artist,Actress,Music Department",no awards no nominations,"Hannah Montana,Hannah Montana: The Movie,The Last Song,Bolt",1.65 m,"November 23, 1992","Franklin, Tennessee, USA"
"Actor,Stunts,Additional Crew",no awards no nominations,"Rambo III,2 Guns,Hell or High Water,Transamerica",1.65 m,"November 23, 1992","Franklin, Tennessee, USA"
"Actress,Soundtrack",no awards no nominations,"Rome,Emma,Clash of the Titans,Patriot Games",1.70 m,"May 19, 1966","Warrington, Cheshire, England, UK"
"Actress,Producer",no awards no nominations,"The Immigrant,Paranoia,The Twilight Saga: Breaking Dawn - Part 2,Westworld",1.73 m,"June 30, 1983","Yerevan, Armenian SSR, USSR [now Armenia]"
"Actress,Producer,Director",no awards no nominations,"Cliffhanger,Steel Magnolias,Northern Exposure,Friday Night Lights",1.68 m,"December 6, 1962","Lincoln, Nebraska, USA"
"Actress,Additional Crew,Director",no awards no nominations,"Phineas and Ferb,Step Up,Cheaper by the Dozen,Cheaper by the Dozen 2",1.70 m,"August 11, 1993","Toledo, Ohio, USA"
"Actor,Additional Crew,Soundtrack",no awards no nominations,"Ghost in the Shell,Overlord,Game of Thrones,Kapringen",3 m,"March 2, 1982","Copenhagen, Denmark"
Actress,no awards no nominations,"The Rock,General Hospital,Las Vegas,Beverly Hills, 90210",1.63 m,"October 15, 1968","Indio, California, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Flight,My Name Is Earl,War,Snitch",1.65 m,"November 20, 1978","Chicago, Illinois, USA"
"Actress,Director,Producer",no awards no nominations,"Deadwood,Synecdoche, New York,The Sessions,Pawn Sacrifice",1.73 m,"July 7, 1969","Washington, District of Columbia, USA"
"Actor,Producer,Writer",no awards no nominations,"The Simpsons,Free Agents,The Birdcage,Mystery Men", (1.82 m,"April 25, 1964","Queens, New York City, New York, USA"
"Actor,Producer,Writer",no awards no nominations,"The Way Way Back,Community,The Descendants,Sky High",1.70 m,"July 15, 1971","Charlotte, North Carolina, USA"
"Actress,Composer,Additional Crew",no awards no nominations,"Victorious,The First Time,Zoey 101,Fun Size",(1.66 m,"February 19, 1993","Hollywood, Florida, USA"
Actress,no awards no nominations,"Jupiter Ascending,Coriolanus,The Outfit,Old",1.70 m,"February 27, 1976",Nigeria
Actress,no awards no nominations,"Homeland,Super Giant Robot Brothers,Stumptown,United States of Al",1.70 m,February 11,Afghanistan
"Actor,Producer",no awards no nominations,"Animal Kingdom,Agents of S.H.I.E.L.D.,Mystic River,Gladiator",3 m,"September 24, 1987","New York City, New York, USA"
"Actor,Producer",no awards no nominations,"Cruel Intentions,Hunter Killer,You Get Me,Wolves",,,
"Actor,Producer,Director",no awards no nominations,"Dexter,Gamer,Six Feet Under,Paycheck",(1.78 m,"February 1, 1971","Raleigh, North Carolina, USA"
"Actress,Writer,Producer",no awards no nominations,"Scott Pilgrim vs. The World,GLOW,Dark Matter,The Carrie Diaries",1.57 m,"May 31, 1985","Scarborough, Ontario, Canada"
"Actor,Producer,Writer",no awards no nominations,"A Clockwork Orange,Star Trek: Generations,Time After Time,Halloween",(1.74 m,"June 13, 1943","Horsforth, Yorkshire, England, UK"
Actress,no awards no nominations,"Division9,Saint-Ex, nos années pension,Foudre,Death in Paradise",,,
"Actor,Writer,Producer",no awards no nominations,"Forget Paris,City Slickers,When Harry Met Sally...,Analyze This",(1.68 m,"March 14, 1948","Yorkville, Manhattan, New York City, New York, USA"
"Actress,Producer",no awards no nominations,"Dexter,The Exorcism of Emily Rose,Quarantine,Brawl in Cell Block 99",(1.74 m,"December 7, 1979","Louisville, Kentucky, USA"
"Actress,Composer,Soundtrack",no awards no nominations,"Knives Out,Love, Simon,Spontaneous,13 Reasons Why",(1.69 m,"April 29, 1996","Perth, Western Australia, Australia"
"Actress,Producer,Soundtrack",no awards no nominations,"Agents of S.H.I.E.L.D.,Abominable,Valley Girl,Nashville",(1.67 m,"April 18, 1992","Chicago, Illinois, USA"
Actress,no awards no nominations,"Gone Girl,Hollow Man,Deadwood,Thank You for Smoking",(1.71 m,"June 18, 1965","Huntsville, Alabama, USA"
"Actor,Producer,Writer",no awards no nominations,"As Good as It Gets,Little Miss Sunshine,Sabrina,You've Got Mail",(1.76 m,"June 17, 1963","Logansport, Indiana, USA"
"Producer,Director,Writer",no awards no nominations,"Joker,Due Date,Old School,Road Trip",3 m,"December 20, 1970","Brooklyn, New York City, New York, USA"
"Actor,Writer,Director",no awards no nominations,"A Very Harold & Kumar 3D Christmas,Paul,Pineapple Express,MADtv",(1.64 m,"September 17, 1972","San Diego, California, USA"
Actress,no awards no nominations,"Peaky Blinders,Sherlock,Resistance,Misfits",1.75 m,"December 1, 1986","Brighton, England, UK"
Actress,no awards no nominations,"Maid,The Haunting of Bly Manor,The Twilight Saga: Breaking Dawn - Part 2",1.70 m,"December 1, 1986","Brighton, England, UK"
"Writer,Director,Producer",no awards no nominations,"Now Is Good,Mamma Mia! Here We Go Again,The Best Exotic Marigold Hotel,Ticket to Paradise",1.70 m,"June 2, 1969","London, England, UK"
"Actor,Producer,Additional Crew",no awards no nominations,"Casablanca,In a Lonely Place,To Have and Have Not,The African Queen",1.73 m,"December 25, 1899","New York City, New York, USA"
Actress,no awards no nominations,"Moonlight,28 Days Later...,Skyfall,Collateral Beauty",1.70 m,"September 6, 1976","London, England, UK"
"Actor,Producer,Writer",no awards no nominations,"Powder,The Boondock Saints,The Boondock Saints II: All Saints Day,Suicide Kings",(1.80 m,"October 11, 1965","Lake Charles, Louisiana, USA"
Actress,no awards no nominations,"Sherlock,After You've Gone,Mr Selfridge,Swinging with the Finkels",1.63 m,"February 28, 1974","North London, England, UK"
"Actress,Writer,Producer",no awards no nominations,"24,Little Miss Sunshine,Punch-Drunk Love,Firewall",1.68 m,"June 22, 1971","Detroit, Michigan, USA"
Actor,no awards no nominations,"C'era Una Volta Il West,Death Wish,The Magnificent Seven,The Great Escape",(1.74 m,"November 3, 1921","Ehrenfeld, Pennsylvania, USA"
"Actress,Soundtrack",no awards no nominations,"The Princess Bride,Addams Family Values,The Pacifier,Annie Hall",1.57 m,"June 18, 1952","Cleveland, Ohio, USA"
Actress,no awards no nominations,"Gli equilibristi,The Whistleblower,Buongiorno papà,Game of Thrones",1.57 m,"March 27, 1996","Santa Monica, California, USA"
"Actor,Soundtrack",no awards no nominations,"1917,Captain Fantastic,Peter Pan,How I Live Now",3 m,"March 13, 1992","London, England, UK"
"Producer,Director,Writer",no awards no nominations,"Waking Life,Before Midnight,Boyhood,A Scanner Darkly",1.75 m,"July 30, 1960","Houston, Texas, USA"
"Actor,Producer,Writer",no awards no nominations,"Mozart in the Jungle,Y tu mamá también,Diarios De Motocicleta,Amores perros",1.70 m,"November 30, 1978","Guadalajara, Mexico"
"Actor,Producer,Soundtrack",no awards no nominations,"Possessor,James White,It Comes at Night,Whiskey Tango Foxtrot",3 m,"February 1, 1986","Greenwich, Connecticut, USA"
"Actress,Producer,Director",no awards no nominations,"Pulp Fiction,After Hours,The Whole Nine Yards,Desperately Seeking Susan",(1.64 m,"August 10, 1959","New York City, New York, USA"
"Actress,Music Department,Composer",no awards no nominations,"Hell on Wheels,Travelers",1.70 m,"January 29, 1990","Medicine Hat, Alberta, Canada"
"Director,Actor,Writer",no awards no nominations,"Everything Everywhere All at Once,Swiss Army Man,DJ Snake and Lil Jon: Turn Down for What,Manchester Orchestra: Simple Math",1.70 m,"February 10, 1988","Westborough, Massachusetts, USA"
"Actor,Soundtrack",no awards no nominations,"Married with Children,Finding Dory,Wreck-It Ralph,The Bone Collector",(1.84 m,"April 12, 1946","Youngstown, Ohio, USA"
"Actress,Writer,Producer",no awards no nominations,"Best in Show,A Mighty Wind,Frankenweenie,Penelope",1.63 m,"March 4, 1954","Toronto, Ontario, Canada"
"Actress,Casting Director",no awards no nominations,"The Walking Dead,The Mist,The Dangerous Lives of Altar Boys,The Reconstruction of William Zero",(1.67 m,"May 23, 1965","Lexington, Kentucky, USA"
"Actor,Producer",no awards no nominations,"Ghosts,Stumptown,Austin & Ally",(1.67 m,"May 23, 1965","Lexington, Kentucky, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Blade Runner,Who Framed Roger Rabbit,The Package,Six Feet Under",1.75 m,August 2,"Haddonfield, New Jersey, USA"
"Actor,Producer",no awards no nominations,"The Good Doctor,Narcos,Resurrection Blvd.,Bordertown",1.70 m,"January 3, 1976","San Antonio, Texas, USA"
"Actor,Writer,Producer",no awards no nominations,"Guardians of the Galaxy Vol. 2,Smallville,Sweet November,Urban Legend",3 m,"July 11, 1972","Oceanside, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Basic,The Fugitive,Wings,Justice League: Doom",1.85 m,"March 1, 1956","New York City, New York, USA"
"Actor,Writer,Producer",no awards no nominations,"Cracker,Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,The World Is Not Enough",(1.85 m,"March 30, 1950","Rutherglen, South Lanarkshire, Scotland, UK"
"Actor,Producer,Director",no awards no nominations,"Gosford Park,The Imitation Game,Game of Thrones,Last Action Hero",1.91 m,"October 10, 1946","Redditch, Worcestershire, England, UK"
Actress,no awards no nominations,"Hanna,The Lobster,Far from the Madding Crowd,The New Romantic",1.57 m,"July 21, 1992","Northallerton, North Yorkshire, England, UK"
"Actor,Writer,Producer",no awards no nominations,"Caddyshack,National Lampoon's Vacation,Three Amigos!,Spies Like Us",1.93 m,"October 8, 1943","New York City, New York, USA"
"Actress,Additional Crew,Soundtrack",no awards no nominations,"Frasier,James and the Giant Peach,To Live and Die in L.A.,Garfield: A Tale of Two Kitties",(1.78 m,"April 18, 1961","Ilford, Essex, England, UK"
"Actor,Writer,Producer",no awards no nominations,"Rat Race,Road Trip,Clueless,Freddy's Dead: The Final Nightmare",1.65 m,"May 7, 1974","Minneapolis, Minnesota, USA"
"Actor,Director,Composer",no awards no nominations,"Spinal Tap,A Mighty Wind,Better Call Saul,Clue",(1.80 m,"October 17, 1947","New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Battlefield Earth,There's Something About Mary,Kindergarten Cop,Black Hawk Down",3 m,"February 13, 1961","Mobile, Alabama, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"That '70s Show,She's Out of My League,Big,Garfield",1.60 m,"February 24, 1951","Glendale, California, USA"
"Actress,Soundtrack",no awards no nominations,"The Wizard of Oz,A Star Is Born,Judgment at Nuremberg,Meet Me in St. Louis",2 m,"June 10, 1922","Grand Rapids, Minnesota, USA"
Actress,no awards no nominations,"Vikings: Valhalla,1703,Posledniy ministr,McMafia",2 m,"December 14, 1993","Obninsk, Kaluzhskaya oblast, Russia"
Actor,no awards no nominations,"Lockwood & Co.,Alex Rider,Bad Education,Holby City",2 m,"December 14, 1993","Obninsk, Kaluzhskaya oblast, Russia"
"Writer,Producer,Director",no awards no nominations,"Gravity,Children of Men,Y tu mamá también,Roma",3 m,"November 28, 1961","Mexico City, Distrito Federal, Mexico"
"Actor,Soundtrack",no awards no nominations,"Prisoners,Alexander and the Terrible, Horrible, No Good, Very Bad Day,Let Me In,Goosebumps",1.73 m,"December 29, 1996","Evansville, Indiana, USA"
"Actor,Director,Producer",no awards no nominations,"Scream,The Craft,Into the West,Armored",3 m,"January 20, 1970","Lynchburg, Virginia, USA"
Actress,no awards no nominations,"The Twilight Saga: Eclipse,Westworld,Wind River,The Mandalorian",1.73 m,"January 23, 1981","Boston, Massachusetts, USA"
"Actress,Producer,Art Department",no awards no nominations,"The Stepfather,Glee,Nip/Tuck,Vikings",(1.59 m,"November 30, 1971","Montreal, Quebec, Canada"
"Actor,Writer,Art Department",no awards no nominations,"Sully,The Walking Dead,Sons of Anarchy,China Beach", (1.81 m,"December 18, 1953","Billings, Montana, USA"
Actress,no awards no nominations,"Jurassic World,Supergirl,King Arthur: Legend of the Sword,Merlin",(1.66 m,1983,"Ashford, County Wicklow, Ireland"
Actress,no awards no nominations,"A Street Cat Named Bob,The Strain,The Lost Samaritan,The Innocence Project",(1.78 m,"August 23, 1983","Canterbury, Kent, England, UK"
Actor,no awards no nominations,"The Invisible Man,Faster,Going the Distance,What's Your Number?",(1.94 m,"October 24, 1986","Westminster, London, England, UK"
"Writer,Producer,Actor",no awards no nominations,"Legit,Jim Jefferies: Freedumb,The Librarians,Jim Jefferies: Fully Functional", (1.80 m,"February 4, 1977","Sydney, New South Wales, Australia"
Actress,no awards no nominations,"My Left Foot: The Story of Christy Brown,A Time to Kill,So I Married an Axe Murderer,Home Alone 2: Lost in New York",1.65 m,"February 17, 1945","Dublin, Ireland"
Actress,no awards no nominations,"Never Have I Ever,Fresh Off the Boat,Atypical,Valentine's Day",1.65 m,"March 28, 1999","Downey, California, USA"
"Actress,Writer",no awards no nominations,"Scott & Bailey,This Life,Big Train,Ashes to Ashes",1.65 m,"January 31, 1964","London, England, UK"
Actress,no awards no nominations,"Dirty Rotten Scoundrels,Don Jon,Dick Tracy,Mr. Holland's Opus",1.73 m,"March 13, 1955","New London, Connecticut, USA"
"Actor,Producer,Director",no awards no nominations,"Bubba Ho-Tep,Army of Darkness,The Evil Dead,Ash vs Evil Dead",1.85 m,"June 22, 1958","Birmingham, Michigan, USA"
"Actor,Music Department,Composer",no awards no nominations,"Crazy Heart,Joe,Hostiles,The Bridge",1.85 m,"March 31, 1981","Hobbs, New Mexico, USA"
"Actress,Soundtrack",no awards no nominations,"Funny People,This Is 40,Knocked Up,Sausage Party",(1.69 m,"October 12, 2002","Los Banos, California, USA"
"Actor,Producer,Writer",no awards no nominations,"Intolerable Cruelty,Land of the Lost,The Menu,Bedazzled",1.88 m,"April 29, 1969","Chicago, Illinois, USA"
"Actor,Composer,Soundtrack",no awards no nominations,"Project Blue Book,The Oath,The Vampire Diaries,Mr. Sloane", (1.79 m,"June 21, 1983","Beirut, Lebanon"
Actor,no awards no nominations,"Kyeolhonui yeoshi,Flower of Evil,Jang Bo Ri Is Here,Doenjang",(1.78 m,"June 21, 1983","Beirut, Lebanon"
"Actress,Additional Crew,Soundtrack",no awards no nominations,"Harry Potter and the Deathly Hallows: Part 1,The Avengers,Harry Potter and the Philosopher's Stone,Harry Potter and the Prisoner of Azkaban",1.73 m,"July 10, 1958","County Cork, Ireland"
"Actress,Producer,Writer",no awards no nominations,"Cheers,Matilda,Canadian Bacon,I'll See You in My Dreams",2 m,"March 31, 1948","Brooklyn, New York City, New York, USA"
"Actress,Producer,Second Unit Director or Assistant Director",no awards no nominations,"Lolita,Face/Off,Alpha Dog,Tart",1.75 m,"August 12, 1980","Malibu, California, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Game of Thrones,Jack Taylor,The Windermere Children,Mrs Wilson",1.85 m,"June 24, 1961","Edinburgh, Scotland, UK"
